CASE_STATUS,AGENT_POC_EMP_REP_BY_AGENT,SOC_CODE,NAICS_CODE,NBR_WORKERS_REQUESTED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,NUM_OF_MONTHS_TRAINING,EMP_EXP_NUM_MONTHS,WORKSITE_STATE,SWA_NAME,AGENT_ATTORNEY_CITY,WORKSITE_CITY,AGENT_ATTORNEY_STATE,CITY_MATCH,STATE_MATCH,WORK_DAY_LENGTH,DAYTIME_WORK,HAS_OVERTIME
1,1,39,61,40,1,peakload,35.0,16.13,0.0,high school/ged ,0.0,12.0,new jersey,0,enola,whitehouse station,pennsylvania,different,different,10.0,1.0,0
1,1,39,61,40,1,seasonal,35.0,16.13,0.0,high school/ged ,0.0,24.0,new jersey,0,enola,whitehouse station,pennsylvania,different,different,10.0,1.0,0
1,1,37,56,8,1,seasonal,40.0,13.72,0.0,none,0.0,0.0,michigan,0,berkley,ray,michigan,different,same,8.5,1.0,1
1,1,51,33,15,1,peakload,40.0,14.23,0.0,none,0.0,0.0,michigan,0,charlottesville,howell,virginia,different,different,8.5,1.0,1
1,1,37,56,10,1,peakload,40.0,14.64,0.0,none,0.0,0.0,maryland,0,lovingston,glen arm,virginia,different,different,8.5,1.0,1
1,1,37,56,29,1,seasonal,40.0,15.35,0.0,none,0.0,0.0,pennsylvania,0,charlottesville,schwenksville,virginia,different,different,8.5,1.0,1
1,1,37,56,15,1,peakload,40.0,14.32,0.0,none,0.0,3.0,virginia,0,lovingston,richmond,virginia,different,same,8.5,1.0,1
1,1,37,56,12,1,seasonal,40.0,15.35,0.0,none,0.0,0.0,pennsylvania,0,lovingston,west chester,virginia,different,different,8.5,1.0,1
1,1,37,56,36,1,peakload,40.0,12.54,0.0,none,0.0,3.0,florida,0,lovingston,orlando,virginia,different,different,8.5,1.0,1
1,1,37,56,20,1,seasonal,40.0,14.32,0.0,none,0.0,0.0,virginia,0,lovingston,midlothian,virginia,different,same,8.5,1.0,1
1,1,37,56,45,1,seasonal,40.0,14.64,0.0,none,0.0,0.0,maryland,0,lovingston,reisterstown,virginia,different,different,8.5,1.0,1
1,1,37,56,11,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,ohio,0,lovingston,chesterland,virginia,different,different,8.5,1.0,1
1,1,37,56,11,1,seasonal,40.0,13.72,0.0,none,0.0,0.0,michigan,0,charlottesville,washington,virginia,different,different,8.0,1.0,1
1,1,37,56,8,1,seasonal,40.0,13.77,0.0,none,0.0,0.0,pennsylvania,0,charlottesville,aliquippa,virginia,different,different,8.5,1.0,1
1,1,37,56,53,1,seasonal,40.0,13.83,0.0,none,0.0,0.0,ohio,0,lovingston,etna,virginia,different,different,8.5,1.0,1
1,1,37,56,12,1,seasonal,40.0,15.35,0.0,none,0.0,0.0,pennsylvania,0,lovingston,willow grove,virginia,different,different,8.5,1.0,1
1,1,35,72,2,1,seasonal,40.0,10.75,0.0,none,0.0,0.0,maine,0,westbury,ogunquit,new york,different,different,14.0,0.0,1
1,1,37,56,6,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,pennsylvania,0,lovingston,exton,virginia,different,different,8.5,1.0,1
1,1,43,72,10,1,peakload,35.0,16.0,0.0,none,0.0,0.0,massachusetts,0,charlottesville,hyannis,virginia,different,different,8.0,1.0,1
1,1,37,72,14,1,peakload,40.0,10.5,0.0,none,0.0,1.0,missouri,0,miami,branson,florida,different,different,8.0,1.0,1
0,1,47,23,10,1,peakload,40.0,15.03,0.0,none,0.0,0.0,texas,0,lovingston,cedar hill,virginia,different,different,9.0,1.0,1
1,1,37,56,100,1,seasonal,40.0,11.5,0.0,none,0.0,0.0,illinois,0,charlottesville,old mill creek,virginia,different,different,8.5,1.0,1
1,1,47,23,12,1,seasonal,40.0,12.99,0.0,none,0.0,0.0,north dakota,0,apple valley,horace,minnesota,different,different,14.0,0.0,1
1,1,37,23,30,1,peakload,40.0,16.05,0.0,none,0.0,0.0,california,0,lovingston,american canyon,virginia,different,different,8.5,1.0,1
1,1,37,56,10,1,peakload,40.0,13.02,0.0,none,0.0,0.0,texas,0,lovingston,san antonio,virginia,different,different,9.0,1.0,1
1,1,37,56,11,1,peakload,40.0,14.73,0.0,none,0.0,0.0,kansas,0,lovingston,gardner,virginia,different,different,8.5,1.0,1
1,1,37,56,38,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,ohio,0,lovingston,franklin,virginia,different,different,8.5,1.0,1
1,1,43,72,4,1,peakload,40.0,10.51,2.0,none,0.0,12.0,missouri,0,saint louis,branson,missouri,different,same,8.0,0.0,1
1,1,37,56,20,1,peakload,40.0,14.32,0.0,none,0.0,3.0,virginia,0,lovingston,ashland,virginia,different,same,8.5,1.0,1
1,1,41,31,10,1,peakload,35.0,10.72,0.0,none,0.0,0.0,delaware,0,ocean city,rehoboth beach,maryland,different,different,7.0,1.0,0
1,1,37,56,100,1,peakload,40.0,15.39,0.0,none,0.0,0.0,virginia,0,lovingston,sterling,virginia,different,same,9.0,1.0,1
1,1,35,72,10,1,peakload,35.0,10.0,0.0,none,0.0,0.0,south carolina,0,frisco,myrtle beach,texas,different,different,8.0,1.0,1
1,1,35,71,8,1,seasonal,40.0,14.2,0.0,none,0.0,1.0,new york,0,westbury,old brookville,new york,different,same,18.0,0.0,1
1,1,37,72,35,1,peakload,35.0,9.45,0.0,none,0.0,1.0,south carolina,0,frisco,myrtle beach,texas,different,different,8.0,1.0,1
1,1,37,72,50,1,peakload,35.0,9.5,0.0,none,0.0,1.0,south carolina,0,frisco,north myrtle beach,texas,different,different,8.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,13.83,0.0,none,0.0,0.0,ohio,0,lovingston,plain city,virginia,different,different,8.5,1.0,1
1,1,37,72,8,1,peakload,35.0,11.75,0.0,none,0.0,2.0,montana,0,frisco,west yellowstone,texas,different,different,8.0,1.0,1
1,1,37,72,48,1,peakload,35.0,13.41,0.0,none,0.0,3.0,minnesota,0,frisco,st louis park,texas,different,different,9.0,1.0,1
1,1,37,72,52,1,peakload,35.0,10.36,0.0,none,0.0,0.0,south carolina,0,frisco,kiawah island,texas,different,different,8.0,1.0,1
1,1,39,48,25,1,peakload,35.0,10.79,0.0,none,0.0,0.0,michigan,0,minneapolis,mackinac island,minnesota,different,different,17.0,0.0,1
1,1,37,56,28,1,peakload,40.0,13.23,0.0,none,0.0,0.0,north carolina,0,lovingston,concord,virginia,different,different,8.5,1.0,1
1,1,37,56,30,1,seasonal,40.0,13.18,0.0,none,0.0,0.0,ohio,0,lovingston,akron,virginia,different,different,8.5,1.0,1
1,1,37,56,11,1,seasonal,40.0,13.47,0.0,none,0.0,3.0,new jersey,0,lovingston,bordentown,virginia,different,different,8.5,1.0,1
0,1,47,23,60,1,peakload,40.0,7.59,0.0,high school/ged ,0.0,12.0,northern mariana islands,0,hagatna,saipan,guam,different,different,8.0,1.0,1
0,1,47,23,30,1,peakload,40.0,15.1,0.0,high school/ged ,0.0,12.0,northern mariana islands,0,hagatna,saipan,guam,different,different,8.0,1.0,1
1,1,37,56,12,1,seasonal,40.0,13.7,0.0,none,0.0,3.0,ohio,0,lovingston,strongsville,virginia,different,different,8.5,1.0,1
0,1,47,23,16,1,peakload,40.0,7.59,0.0,high school/ged ,0.0,12.0,northern mariana islands,0,hagatna,saipan,guam,different,different,8.0,1.0,1
0,1,49,23,2,1,peakload,40.0,7.88,0.0,high school/ged ,0.0,24.0,northern mariana islands,0,hagatna,saipan,guam,different,different,8.0,1.0,1
0,1,47,23,18,1,peakload,40.0,7.98,0.0,high school/ged ,0.0,24.0,northern mariana islands,0,hagatna,saipan,guam,different,different,8.0,1.0,1
0,1,51,23,4,1,peakload,40.0,8.35,0.0,high school/ged ,0.0,24.0,northern mariana islands,0,hagatna,saipan,guam,different,different,8.0,1.0,1
1,1,37,56,4,1,seasonal,40.0,13.77,0.0,none,0.0,0.0,pennsylvania,0,charlottesville,coraopolis,virginia,different,different,8.5,1.0,1
0,1,47,23,20,1,peakload,40.0,7.59,0.0,high school/ged ,0.0,24.0,northern mariana islands,0,hagatna,saipan,guam,different,different,8.0,1.0,1
1,1,37,56,50,1,peakload,40.0,14.52,0.0,none,0.0,0.0,north carolina,0,lovingston,holly springs,virginia,different,different,8.5,1.0,1
1,0,37,56,73,1,seasonal,36.0,10.71,0.0,none,0.0,0.0,tennessee,0,no attorney representation,nashville,no attorney representation,no_rep,no_rep,8.5,1.0,1
1,1,53,48,75,1,peakload,40.0,16.66,0.0,none,0.0,0.0,massachusetts,0,bay city,watertown,texas,different,different,9.0,1.0,1
1,1,37,56,20,1,peakload,40.0,12.9,0.0,none,0.0,0.0,south carolina,0,lovingston,ridgeville,virginia,different,different,8.5,1.0,1
1,1,37,54,30,1,peakload,35.0,17.5,0.0,none,0.0,0.0,colorado,0,vail,eagle,colorado,different,same,8.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,ohio,0,lovingston,blue ash,virginia,different,different,8.5,1.0,1
1,1,37,56,36,1,seasonal,40.0,14.99,0.0,none,0.0,3.0,washington,0,lovingston,spokane,virginia,different,different,8.5,1.0,1
1,0,53,11,8,1,seasonal,35.0,11.93,0.0,none,0.0,0.0,maryland,0,no attorney representation,cambridge,no attorney representation,no_rep,no_rep,9.0,1.0,0
1,1,37,56,6,1,seasonal,40.0,11.93,0.0,none,0.0,0.0,louisiana,0,new orleans,new orleans,louisiana,same,same,8.0,1.0,1
1,1,45,11,60,1,seasonal,40.0,12.56,0.0,none,0.0,3.0,oregon,0,coeur d'alene,medford,idaho,different,different,8.5,1.0,1
1,1,37,56,19,1,seasonal,40.0,11.97,0.0,none,0.0,0.0,ohio,0,lovingston,south vienna,virginia,different,different,8.5,1.0,1
1,1,37,56,30,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,missouri,0,st. louis,chesterfield,missouri,different,same,8.5,1.0,1
1,1,37,56,20,1,seasonal,40.0,13.72,0.0,none,0.0,3.0,michigan,0,lovingston,rochester hills,virginia,different,different,8.5,1.0,1
1,1,37,56,6,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,missouri,0,bay city,o'fallon,texas,different,different,9.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,14.41,0.0,none,0.0,3.0,new jersey,0,mcminnville,mountainside,tennessee,different,different,8.0,1.0,1
1,1,35,72,5,1,peakload,35.0,9.61,0.0,none,0.0,3.0,south carolina,0,frisco,bluffton,texas,different,different,8.0,1.0,1
1,1,37,56,30,1,seasonal,40.0,13.41,0.0,none,0.0,0.0,indiana,0,lovingston,indianapolis,virginia,different,different,8.5,1.0,1
1,1,37,56,20,1,seasonal,40.0,13.47,0.0,none,0.0,0.0,new jersey,0,lovingston,lumberton,virginia,different,different,8.5,1.0,1
1,1,37,71,15,1,peakload,40.0,11.86,0.0,none,0.0,0.0,arkansas,0,bay city,little rock,texas,different,different,14.0,0.0,1
0,1,47,23,30,1,peakload,40.0,14.67,0.0,none,0.0,1.0,arkansas,0,amherst,pine bluff,virginia,different,different,10.0,1.0,1
1,1,37,56,3,1,seasonal,40.0,12.92,0.0,none,0.0,0.0,missouri,0,mcminnville,rogersville,tennessee,different,different,9.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,12.81,0.0,none,0.0,3.0,tennessee,0,mcminnville,ooltewah,tennessee,different,same,9.0,1.0,1
1,1,37,56,8,1,seasonal,40.0,15.35,0.0,none,0.0,0.0,pennsylvania,0,philadelphia,hatboro,pennsylvania,different,same,9.0,1.0,1
1,0,37,72,20,1,seasonal,35.0,10.59,0.0,none,0.0,0.0,maryland,0,no attorney representation,ocean city,no attorney representation,no_rep,no_rep,7.0,1.0,1
1,1,37,56,5,1,peakload,35.0,13.42,0.0,none,0.0,0.0,louisiana,0,livingston,morganza,louisiana,different,same,8.5,1.0,1
1,1,37,56,21,1,peakload,40.0,13.12,0.0,none,0.0,0.0,kentucky,0,atascadero,lexington,california,different,different,8.5,1.0,1
1,1,37,56,35,1,peakload,40.0,13.68,0.0,none,0.0,3.0,utah,0,austin,salt lake city,texas,different,different,8.0,1.0,1
1,1,37,56,70,1,peakload,40.0,13.68,0.0,none,0.0,3.0,utah,0,austin,salt lake city,texas,different,different,9.0,1.0,1
1,0,35,72,8,1,seasonal,35.0,11.0,0.0,none,0.0,0.0,maine,0,no attorney representation,york beach,no attorney representation,no_rep,no_rep,7.0,1.0,1
1,0,37,72,8,1,seasonal,36.0,11.15,7.0,none,0.0,6.0,maine,0,no attorney representation,boothbay harbor,no attorney representation,no_rep,no_rep,13.5,0.0,1
1,1,37,56,4,1,seasonal,40.0,13.77,0.0,none,0.0,0.0,pennsylvania,0,pittsburgh,venetia,pennsylvania,different,same,9.0,1.0,1
1,0,37,72,34,1,peakload,35.0,11.71,0.0,none,0.0,0.0,maine,0,no attorney representation,york beach,no attorney representation,no_rep,no_rep,6.0,1.0,1
1,1,39,72,8,1,seasonal,35.0,9.16,0.0,none,0.0,1.0,south carolina,0,frisco,myrtle beach,texas,different,different,8.0,1.0,1
1,1,35,72,10,1,seasonal,40.0,12.5,0.0,none,0.0,0.0,new jersey,0,coeur d'alene,long beach township,idaho,different,different,8.0,1.0,1
1,1,37,72,4,1,seasonal,35.0,13.5,0.0,none,0.0,0.0,maine,0,westbury,wells,new york,different,different,7.0,1.0,1
1,1,37,56,25,1,peakload,40.0,13.42,0.0,none,0.0,0.0,louisiana,0,wylie,baton rouge,texas,different,different,9.0,1.0,1
1,1,37,56,4,1,seasonal,40.0,16.81,0.0,none,0.0,1.0,new jersey,0,westbury,new milford,new york,different,different,8.0,1.0,1
1,1,37,72,3,1,peakload,35.0,13.67,0.0,none,0.0,3.0,new york,0,frisco,lake george,texas,different,different,8.0,1.0,1
1,1,37,56,6,1,seasonal,40.0,12.9,0.0,none,0.0,0.0,south carolina,0,coeur d'alene,johns island,idaho,different,different,9.0,1.0,1
1,1,39,71,150,0,peakload,35.0,10.46,0.0,high school/ged ,0.0,0.0,illinois,0,owings mills,gurnee,maryland,different,different,10.0,0.0,0
1,1,37,56,4,1,peakload,40.0,13.94,0.0,none,0.0,0.0,texas,0,farmersville,garland,texas,different,same,9.0,1.0,0
1,1,37,72,8,1,seasonal,40.0,11.15,0.0,none,0.0,1.0,maine,0,westbury,ogunquit,new york,different,different,12.0,1.0,1
1,1,35,72,4,1,seasonal,35.0,11.38,0.0,none,0.0,0.0,michigan,0,minneapolis,mackinac island,minnesota,different,different,8.0,1.0,1
1,1,35,44,10,1,seasonal,35.0,11.35,0.0,none,0.0,0.0,michigan,0,minneapolis,mackinac island,minnesota,different,different,8.0,1.0,1
1,1,37,56,9,1,peakload,40.0,13.42,0.0,none,0.0,0.0,louisiana,0,bay city,prairieville,texas,different,different,9.0,1.0,1
1,1,53,48,15,1,peakload,40.0,15.45,0.0,none,0.0,0.0,pennsylvania,0,bay city,philadelphia,texas,different,different,9.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,13.7,0.0,none,0.0,3.0,ohio,0,lovingston,north royalton,virginia,different,different,8.5,1.0,1
1,1,37,56,6,1,peakload,40.0,14.63,0.0,none,0.0,0.0,florida,0,bay city,niceville,texas,different,different,10.5,1.0,1
1,1,35,72,5,1,peakload,40.0,12.5,0.0,none,0.0,1.0,maine,0,westbury,york beach,new york,different,different,18.0,0.0,1
1,1,37,72,2,1,seasonal,35.0,14.65,0.0,none,0.0,0.0,massachusetts,0,westbury,chatham,new york,different,different,7.0,1.0,1
1,1,37,56,6,1,peakload,40.0,13.94,0.0,none,0.0,0.0,texas,0,wylie,lewisville,texas,different,same,9.0,1.0,1
1,1,37,72,7,1,peakload,40.0,11.71,0.0,none,0.0,1.0,maine,0,westbury,york beach,new york,different,different,12.0,1.0,1
1,1,35,72,28,1,peakload,35.0,15.17,0.0,none,0.0,6.0,massachusetts,0,framingham,falmouth,massachusetts,different,same,7.0,1.0,1
1,1,37,56,15,1,seasonal,40.0,16.35,0.0,none,0.0,1.0,new york,0,westbury,southampton,new york,different,same,8.0,1.0,1
1,1,37,56,7,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,new jersey,0,bay city,rockleigh,texas,different,different,9.0,1.0,1
1,1,37,56,6,1,seasonal,40.0,13.91,0.0,none,0.0,3.0,ohio,0,charlottesville,cincinnati,virginia,different,different,8.5,1.0,1
1,1,37,56,45,1,peakload,35.0,14.28,0.0,none,0.0,3.0,pennsylvania,0,amherst,harrisburg,virginia,different,different,9.5,1.0,1
1,1,37,71,21,1,seasonal,40.0,17.5,0.0,none,0.0,0.0,colorado,0,bay city,edwards,texas,different,different,8.5,1.0,1
1,1,37,56,20,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,pennsylvania,0,lovingston,glenside,virginia,different,different,8.5,1.0,1
1,1,37,56,13,1,peakload,40.0,15.59,0.0,none,0.0,0.0,illinois,0,coeur d alene,wheeling,idaho,different,different,10.0,1.0,1
1,1,37,56,12,1,seasonal,40.0,14.64,0.0,none,0.0,0.0,maryland,0,lovingston,joppa,virginia,different,different,8.5,1.0,1
1,1,47,23,20,1,peakload,40.0,16.7,0.0,none,0.0,6.0,ohio,0,lovingston,girard,virginia,different,different,9.0,1.0,1
1,1,37,56,30,1,peakload,40.0,15.77,0.0,none,0.0,0.0,wisconsin,0,bay city,middleton,texas,different,different,11.0,1.0,1
1,1,37,56,30,1,peakload,35.0,15.39,0.0,none,0.0,3.0,maryland,0,charlottesville,bowie,virginia,different,different,8.0,1.0,1
1,1,37,56,60,1,seasonal,40.0,13.72,0.0,none,0.0,0.0,ohio,0,charlottesville,twinsburg,virginia,different,different,8.5,1.0,1
1,1,37,56,9,1,seasonal,40.0,12.27,0.0,none,0.0,3.0,mississippi,0,lovingston,brandon,virginia,different,different,10.5,1.0,1
1,1,37,56,14,1,seasonal,40.0,13.91,0.0,none,0.0,3.0,ohio,0,lovingston,miamisburg,virginia,different,different,8.5,1.0,1
1,1,37,56,60,1,peakload,40.0,13.3,0.0,none,0.0,3.0,texas,0,charlottesville,san antonio,virginia,different,different,8.5,1.0,1
0,1,51,31,20,1,peakload,40.0,15.06,0.0,none,0.0,0.0,minnesota,0,cleveland,perham,ohio,different,different,12.0,1.0,1
1,1,37,72,16,1,peakload,35.0,9.43,0.0,none,0.0,3.0,south carolina,0,frisco,north myrtle beach,texas,different,different,8.0,1.0,1
0,1,51,31,15,1,peakload,40.0,15.06,0.0,none,0.0,0.0,minnesota,0,cleveland,perham,ohio,different,different,12.0,0.0,1
1,1,37,56,4,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,ohio,0,lovingston,cincinnati,virginia,different,different,8.5,1.0,1
1,1,35,72,1,1,seasonal,35.0,14.49,0.0,none,0.0,6.0,massachusetts,0,framingham,nantucket,massachusetts,different,same,7.0,1.0,1
1,1,37,56,25,1,seasonal,40.0,14.73,0.0,none,0.0,0.0,maryland,0,lovingston,boonsboro,virginia,different,different,8.5,1.0,1
1,1,37,56,18,1,seasonal,40.0,13.83,0.0,none,0.0,3.0,ohio,0,lovingston,groveport,virginia,different,different,8.75,1.0,1
1,1,37,56,6,1,peakload,40.0,13.7,0.0,none,0.0,0.0,ohio,0,lovingston,grafton,virginia,different,different,8.5,1.0,1
1,1,37,56,5,1,seasonal,40.0,11.75,0.0,none,0.0,3.0,virginia,0,charlottesville,wytheville,virginia,different,same,8.5,1.0,1
1,1,37,56,6,1,peakload,40.0,12.54,0.0,none,0.0,0.0,florida,0,charlottesville,apopka,virginia,different,different,8.5,1.0,1
1,1,37,56,18,1,seasonal,40.0,13.77,0.0,none,0.0,3.0,pennsylvania,0,charlottesville,pittsburgh,virginia,different,different,8.0,1.0,1
1,1,47,21,25,1,seasonal,35.0,16.96,0.0,none,0.0,0.0,colorado,0,charlottesville,lyons,virginia,different,different,8.0,1.0,1
1,1,51,23,40,1,peakload,40.0,13.36,0.0,none,0.0,0.0,california,0,charlottesville,roseville,virginia,different,different,8.5,1.0,1
1,1,37,72,4,1,seasonal,35.0,12.54,0.0,none,0.0,0.0,minnesota,0,minneapolis,grand marais,minnesota,different,same,8.0,1.0,1
1,1,47,23,40,1,peakload,40.0,14.14,0.0,none,0.0,0.0,nevada,0,charlottesville,reno,virginia,different,different,8.5,1.0,1
1,1,37,56,5,1,seasonal,35.0,13.77,0.0,none,0.0,3.0,pennsylvania,0,lovingston,hookstown,virginia,different,different,7.5,1.0,1
1,1,37,56,8,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,ohio,0,lovingston,chagrin falls,virginia,different,different,8.5,1.0,1
1,1,37,56,23,1,peakload,40.0,12.67,0.0,none,0.0,3.0,kansas,0,lovingston,lawrence,virginia,different,different,8.5,1.0,1
1,0,37,56,15,1,peakload,40.0,10.64,0.0,none,0.0,0.0,alabama,0,no attorney representation,daleville,no attorney representation,no_rep,no_rep,8.5,1.0,1
1,1,37,56,13,1,peakload,40.0,10.82,0.0,none,0.0,3.0,oklahoma,0,charlottesville,ft. sill,virginia,different,different,8.5,1.0,1
1,0,37,56,30,1,peakload,40.0,14.64,0.0,none,0.0,3.0,maryland,0,no attorney representation,ft. meade,no attorney representation,no_rep,no_rep,8.5,1.0,1
1,1,37,56,45,1,seasonal,40.0,13.91,0.0,none,0.0,3.0,ohio,0,lovingston,maineville,virginia,different,different,8.5,1.0,1
1,1,37,56,50,1,peakload,40.0,12.24,0.0,none,0.0,3.0,north carolina,0,charlottesville,ft. bragg,virginia,different,different,8.5,1.0,1
1,1,37,56,6,1,seasonal,40.0,17.05,0.0,none,0.0,0.0,minnesota,0,minneapolis,loretto,minnesota,different,same,12.0,1.0,1
1,1,37,56,2,1,seasonal,40.0,14.64,0.0,none,0.0,3.0,maryland,0,lovingston,monkton,virginia,different,different,8.5,1.0,1
1,1,37,56,68,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,pennsylvania,0,lovingston,bensalem,virginia,different,different,9.0,1.0,1
1,1,35,72,12,1,peakload,35.0,11.0,0.0,none,0.0,3.0,missouri,0,miami,branson,florida,different,different,8.5,1.0,1
1,1,37,56,13,1,peakload,40.0,13.58,0.0,none,0.0,0.0,virginia,0,lovingston,staunton,virginia,different,same,8.5,1.0,1
1,1,37,72,20,1,peakload,40.0,10.3,0.0,none,0.0,1.0,missouri,0,miami,branson,florida,different,different,8.5,1.0,1
1,1,37,56,23,1,peakload,40.0,13.16,0.0,none,0.0,0.0,florida,0,charlottesville,port st. lucie,virginia,different,different,8.5,1.0,1
1,1,37,56,30,1,peakload,40.0,13.23,0.0,none,0.0,0.0,north carolina,0,lovingston,indian trail,virginia,different,different,9.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,13.77,0.0,none,0.0,0.0,pennsylvania,0,lovingston,pittsburgh,virginia,different,different,8.5,1.0,1
1,1,37,56,5,1,seasonal,40.0,13.58,0.0,none,0.0,3.0,virginia,0,lovingston,staunton,virginia,different,same,8.5,1.0,1
1,1,37,56,25,1,peakload,40.0,14.64,0.0,none,0.0,3.0,maryland,0,lovingston,lutherville,virginia,different,different,8.5,1.0,1
1,1,37,56,4,1,seasonal,40.0,15.39,0.0,none,0.0,3.0,michigan,0,lovingston,petoskey,virginia,different,different,8.5,1.0,1
1,1,37,56,40,1,peakload,40.0,15.39,0.0,none,0.0,0.0,virginia,0,lovingston,chantilly,virginia,different,same,8.5,1.0,1
1,1,37,56,17,1,peakload,40.0,12.87,0.0,none,0.0,0.0,florida,0,charlottesville,san antonio,virginia,different,different,8.5,1.0,1
1,1,37,56,3,1,seasonal,40.0,12.92,0.0,none,0.0,0.0,oklahoma,0,charlottesville,tinker afb,virginia,different,different,9.0,1.0,1
1,1,37,56,50,1,peakload,40.0,15.39,0.0,none,0.0,0.0,virginia,0,lovingston,bristow,virginia,different,same,9.0,1.0,1
1,1,49,72,10,1,peakload,40.0,12.48,0.0,none,0.0,0.0,missouri,0,saint louis,branson,missouri,different,same,8.5,1.0,1
1,1,35,72,10,1,peakload,35.0,12.36,0.0,none,0.0,6.0,pennsylvania,0,frisco,skytop,texas,different,different,8.0,1.0,1
1,1,37,72,18,1,peakload,40.0,10.3,0.0,none,0.0,0.0,missouri,0,saint louis,branson,missouri,different,same,8.5,1.0,1
1,1,37,56,5,1,seasonal,40.0,15.73,0.0,none,0.0,3.0,pennsylvania,0,lovingston,frazer,virginia,different,different,9.0,1.0,1
1,1,37,72,30,1,peakload,35.0,9.45,0.0,none,0.0,1.0,south carolina,0,frisco,myrtle beach,texas,different,different,20.0,0.0,1
1,1,45,11,2,1,seasonal,40.0,10.24,0.0,none,0.0,0.0,texas,0,bay city,palacios,texas,different,same,8.0,0.0,1
1,1,37,56,110,1,peakload,35.0,13.44,0.0,none,0.0,0.0,texas,0,frisco,houston,texas,different,same,9.0,1.0,1
1,1,37,56,7,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,ohio,0,mentor,kirtland,ohio,different,same,9.0,1.0,1
1,1,37,72,25,1,peakload,35.0,9.66,0.0,none,0.0,1.0,south carolina,0,frisco,myrtle beach,texas,different,different,8.5,1.0,1
1,1,37,56,10,1,seasonal,40.0,15.35,0.0,none,0.0,3.0,pennsylvania,0,lovingston,bridgeport,virginia,different,different,8.5,1.0,1
1,1,37,56,22,1,peakload,35.0,13.94,0.0,none,0.0,0.0,texas,0,wylie,wylie,texas,same,same,8.0,1.0,1
1,1,37,56,7,1,seasonal,40.0,15.35,0.0,none,0.0,0.0,pennsylvania,0,lovingston,west chester,virginia,different,different,8.5,1.0,1
1,1,37,48,12,1,seasonal,35.0,10.75,0.0,none,0.0,0.0,michigan,0,minneapolis,mackinac island,minnesota,different,different,9.0,1.0,0
1,1,37,56,47,1,seasonal,40.0,15.39,0.0,none,0.0,0.0,virginia,0,lovingston,fairfax,virginia,different,same,9.0,1.0,1
1,1,37,72,12,1,peakload,35.0,12.81,0.0,none,0.0,3.0,south carolina,0,frisco,hilton head island,texas,different,different,9.5,1.0,1
1,1,37,72,10,1,seasonal,36.0,11.39,0.0,none,0.0,0.0,maine,0,portland,bar harbor,maine,different,same,23.916666666666668,0.0,1
1,1,37,56,6,1,seasonal,35.0,15.24,0.0,none,0.0,3.0,new york,0,lovingston,albany,virginia,different,different,7.5,1.0,1
1,1,37,56,10,1,seasonal,40.0,14.52,0.0,none,0.0,3.0,missouri,0,lovingston,st. louis,virginia,different,different,8.5,1.0,1
1,0,37,56,12,1,seasonal,40.0,16.98,0.0,none,0.0,0.0,new hampshire,0,no attorney representation,hollis,no attorney representation,no_rep,no_rep,9.0,1.0,1
1,0,35,72,25,1,seasonal,35.0,11.0,0.0,none,0.0,0.0,maine,0,no attorney representation,york beach,no attorney representation,no_rep,no_rep,8.0,1.0,1
1,1,37,56,8,1,peakload,40.0,13.23,0.0,none,0.0,3.0,north carolina,0,lovingston,indian trail,virginia,different,different,8.5,1.0,1
1,1,37,56,5,1,seasonal,40.0,16.81,0.0,none,0.0,3.0,new jersey,0,lovingston,elmwood park,virginia,different,different,8.5,1.0,1
1,1,39,71,55,1,seasonal,40.0,395.6,0.0,none,0.0,0.0,maine,0,harlingen,topsham,texas,different,different,9.0,0.0,0
1,1,37,72,40,1,peakload,35.0,14.02,0.0,none,0.0,1.0,california,0,frisco,brooks,texas,different,different,8.0,1.0,1
0,1,47,23,40,1,peakload,40.0,7.59,0.0,high school/ged ,0.0,6.0,northern mariana islands,0,hagatna,saipan,guam,different,different,8.0,1.0,1
1,1,37,56,10,1,seasonal,35.0,13.91,0.0,none,0.0,0.0,ohio,0,lovingston,centerville,virginia,different,different,7.75,1.0,1
