CASE_STATUS,AGENT_POC_EMP_REP_BY_AGENT,SOC_CODE,NAICS_CODE,NBR_WORKERS_REQUESTED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,NUM_OF_MONTHS_TRAINING,EMP_EXP_NUM_MONTHS,SWA_NAME,AGENT_ATTORNEY_CITY,WORKSITE_CITY,AGENT_ATTORNEY_STATE,WORKSITE_STATE,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,OVERTIME_RATE_FROM,OVERTIME_RATE_TO
1,1,39,61,5,1,seasonal,35.0,13.31,0.0,associate's,0.0,0.0,0,framingham,gonzales,massachusetts,louisiana,14:00:00,21:00:00,0.0,0.0
1,1,39,71,2,1,peakload,40.0,15.15,0.0,none,0.0,1.0,0,carlsbad,thermal,california,california,07:00:00,16:00:00,22.73,22.73
1,1,45,11,200,1,peakload,40.0,11.96,0.0,none,0.0,3.0,0,coeur d'alene,medford,idaho,oregon,06:00:00,15:00:00,17.94,33.0
1,0,37,11,60,1,peakload,35.0,10.74,0.0,none,0.0,0.0,0,no attorney representation,baxley,no attorney representation,georgia,07:00:00,16:00:00,16.11,20.37
1,1,41,72,12,1,seasonal,35.0,15.07,0.0,none,0.0,0.0,0,sudbury,ewing,massachusetts,new jersey,13:00:00,20:00:00,0.0,0.0
1,0,45,11,50,1,seasonal,35.0,11.32,0.0,none,0.0,3.0,0,no attorney representation,hamlet,no attorney representation,north carolina,08:00:00,15:00:00,16.98,21.54
1,1,47,56,2,1,peakload,40.0,15.28,5.0,none,0.0,12.0,0,twinsburg,wentzville,ohio,missouri,09:00:00,17:00:00,22.92,28.92
1,1,39,71,1,1,seasonal,40.0,15.87,0.0,none,0.0,3.0,0,solana beach,menlo park,california,california,05:30:00,16:00:00,23.81,23.81
1,1,39,71,1,1,seasonal,40.0,15.87,0.0,none,0.0,3.0,0,solana beach,woodside,california,california,05:30:00,16:00:00,23.81,23.81
1,1,39,71,30,1,seasonal,40.0,341.6,0.0,none,0.0,0.0,0,harlingen,mission,texas,texas,13:00:00,22:00:00,0.0,0.0
1,1,45,11,65,1,peakload,35.0,12.0,0.0,none,0.0,3.0,0,coeur d alene,medford,idaho,oregon,06:00:00,15:00:00,18.0,35.19
1,0,37,54,18,1,seasonal,40.0,16.36,0.0,none,0.0,0.0,0,no attorney representation,jackson,no attorney representation,wyoming,08:00:00,17:00:00,0.0,0.0
1,1,39,71,20,1,seasonal,40.0,340.0,0.0,none,0.0,0.0,0,harlingen,spring hill,texas,florida,13:00:00,22:00:00,0.0,0.0
1,1,37,56,25,1,peakload,35.0,14.52,0.0,none,0.0,3.0,0,charlottesville,raleigh,virginia,north carolina,06:30:00,14:00:00,21.78,21.78
1,1,37,56,50,1,peakload,35.0,13.91,0.0,none,0.0,3.0,0,charlottesville,austin,virginia,texas,06:30:00,16:00:00,20.87,20.87
1,1,37,56,15,1,peakload,35.0,13.02,0.0,none,0.0,3.0,0,charlottesville,san antonio,virginia,texas,06:30:00,14:00:00,19.53,19.53
1,1,37,56,30,1,peakload,35.0,14.73,0.0,none,0.0,3.0,0,charlottesville,savage,virginia,maryland,06:30:00,14:00:00,22.1,22.1
1,1,39,71,30,1,seasonal,40.0,480.0,0.0,none,0.0,0.0,0,harlingen,sacramento,texas,california,13:00:00,22:00:00,0.0,0.0
1,1,39,71,30,1,seasonal,40.0,391.2,0.0,none,0.0,0.0,0,harlingen,casa grande,texas,arizona,13:00:00,22:00:00,0.0,0.0
1,1,37,56,25,1,peakload,35.0,12.56,0.0,none,0.0,3.0,0,charlottesville,hermitage,virginia,tennessee,06:30:00,14:00:00,18.84,18.84
1,1,39,71,40,1,seasonal,35.0,9.17,0.0,none,0.0,0.0,0,annapolis,green cove springs,maryland,florida,16:00:00,23:00:00,13.76,18.32
1,1,39,71,59,1,seasonal,35.0,8.72,0.0,none,0.0,0.0,0,annapolis,orlando,maryland,florida,16:00:00,23:00:00,13.08,18.8
1,1,35,71,10,1,seasonal,40.0,10.58,0.0,none,0.0,0.0,0,harlingen,ahwahnee,texas,california,13:00:00,22:00:00,0.0,0.0
1,1,51,31,7,1,seasonal,40.0,14.5,0.0,none,0.0,24.0,0,seattle,dutch harbor,washington,alaska,08:00:00,17:00:00,21.75,21.75
1,1,37,56,15,1,peakload,35.0,16.81,0.0,none,0.0,3.0,0,charlottesville,middlesex,virginia,new jersey,06:30:00,14:00:00,25.22,25.22
1,1,39,71,45,1,seasonal,40.0,371.6,0.0,none,0.0,0.0,0,harlingen,slidell,texas,louisiana,13:00:00,22:00:00,0.0,0.0
1,1,37,56,25,1,peakload,35.0,14.32,0.0,none,0.0,3.0,0,charlottesville,ashland,virginia,virginia,06:45:00,14:15:00,21.48,21.48
1,1,37,56,40,1,peakload,35.0,14.24,0.0,none,0.0,3.0,0,charlottesville,duluth,virginia,georgia,06:15:00,13:45:00,21.36,21.36
1,1,37,56,50,1,peakload,40.0,13.23,0.0,none,0.0,3.0,0,phoenix,tempe,arizona,arizona,06:00:00,14:30:00,19.85,19.85
1,1,39,71,40,1,seasonal,40.0,353.2,0.0,none,0.0,0.0,0,harlingen,sinton,texas,texas,13:00:00,22:00:00,0.0,0.0
1,1,35,71,7,1,seasonal,40.0,9.53,0.0,none,0.0,0.0,0,harlingen,riverview,texas,florida,13:00:00,22:00:00,0.0,0.0
0,0,53,54,20,1,peakload,70.0,1000.0,0.0,none,0.0,24.0,0,no attorney representation,edinburg,no attorney representation,texas,08:00:00,18:00:00,0.0,0.0
1,1,35,71,6,1,seasonal,35.0,8.87,0.0,none,0.0,0.0,0,frisco,daingerfield,texas,texas,10:00:00,18:00:00,13.31,18.59
1,1,35,71,4,1,seasonal,35.0,8.62,0.0,none,0.0,0.0,0,frisco,lakeland,texas,florida,10:00:00,18:00:00,12.93,16.22
0,1,45,11,150,1,seasonal,40.0,15.06,0.0,none,0.0,0.0,0,little rock,stonewall,arkansas,louisiana,07:00:00,16:00:00,0.0,0.0
1,1,45,11,30,1,peakload,40.0,11.96,0.0,none,0.0,3.0,0,coeur d'alene,central point,idaho,oregon,07:00:00,15:00:00,17.94,33.0
0,0,37,56,5,1,seasonal,40.0,12.67,0.0,none,0.0,0.0,0,no attorney representation,topeka,no attorney representation,kansas,08:00:00,16:00:00,19.01,19.01
1,1,35,71,8,1,seasonal,40.0,339.6,0.0,none,0.0,0.0,0,harlingen,grove city,texas,pennsylvania,13:00:00,22:00:00,0.0,0.0
1,1,35,71,16,1,seasonal,40.0,345.2,0.0,none,0.0,0.0,0,harlingen,cedar creek,texas,texas,13:00:00,22:00:00,0.0,0.0
1,1,39,71,50,1,seasonal,40.0,341.6,0.0,none,0.0,0.0,0,harlingen,cedar creek,texas,texas,13:00:00,22:00:00,0.0,0.0
1,1,37,56,7,1,peakload,35.0,11.98,0.0,none,0.0,4.0,0,cherry hill,vernon,new jersey,florida,07:30:00,16:00:00,17.97,17.97
1,1,37,11,1,1,peakload,35.0,13.17,0.0,none,0.0,0.0,0,livingston,basile,louisiana,louisiana,06:30:00,15:00:00,19.76,19.76
1,1,35,71,80,1,seasonal,35.0,8.44,0.0,none,0.0,0.0,0,annapolis,gadsden,maryland,alabama,16:00:00,23:00:00,12.66,15.77
1,1,37,72,32,1,seasonal,40.0,11.76,0.0,none,0.0,0.0,0,salt lake city,snowbird,utah,utah,08:00:00,17:00:00,17.64,17.64
0,0,53,48,6,1,seasonal,40.0,1000.0,0.0,high school/ged ,0.0,0.0,0,no attorney representation,pharr,no attorney representation,texas,08:00:00,17:00:00,0.0,0.0
1,1,51,31,20,1,seasonal,35.0,8.27,0.0,none,0.0,0.0,0,amherst,oriental,virginia,north carolina,06:00:00,14:00:00,12.41,12.41
1,1,51,31,2,1,seasonal,40.0,17.0,0.0,none,0.0,24.0,0,seattle,dutch harbor,washington,alaska,06:00:00,18:00:00,25.5,30.0
0,1,37,56,6,1,peakload,40.0,14.73,0.0,none,0.0,1.0,0,odessa,odessa,texas,texas,08:00:00,17:00:00,22.1,22.5
0,0,53,54,55,1,peakload,50.0,1000.0,0.0,high school/ged ,0.0,36.0,0,no attorney representation,hidalgo,no attorney representation,texas,08:00:00,18:00:00,0.0,0.0
0,1,37,56,3,1,seasonal,40.0,17.5,0.0,none,0.0,0.0,0,ft. lauderdale,south easton,florida,massachusetts,07:00:00,16:00:00,26.25,26.25
1,1,37,56,14,1,seasonal,40.0,14.55,0.0,none,0.0,0.0,0,st. louis,collinsville,missouri,illinois,08:30:00,16:30:00,0.0,0.0
1,1,39,71,2,1,peakload,40.0,15.87,0.0,none,0.0,1.0,0,carlsbad,rancho murieta,california,california,08:00:00,18:00:00,23.8,23.8
1,0,51,31,5,1,seasonal,40.0,10.87,0.0,none,0.0,24.0,0,no attorney representation,king cove,no attorney representation,alaska,08:00:00,17:00:00,16.31,16.31
1,1,39,71,35,1,seasonal,40.0,8.48,0.0,none,0.0,0.0,0,miami,riverview,florida,florida,15:00:00,23:00:00,0.0,0.0
1,1,51,31,70,1,peakload,35.0,9.65,0.0,none,0.0,0.0,0,new roads,breaux bridge,louisiana,louisiana,05:00:00,13:30:00,14.48,14.48
1,1,37,56,15,1,peakload,35.0,13.69,0.0,none,0.0,3.0,0,charlottesville,allentown,virginia,pennsylvania,06:30:00,14:00:00,20.54,20.54
1,1,37,56,12,1,peakload,35.0,14.03,0.0,none,0.0,3.0,0,charlottesville,wilmington,virginia,delaware,06:30:00,14:00:00,21.05,21.05
1,1,37,71,10,1,peakload,35.0,13.0,0.0,none,0.0,12.0,0,los angeles,mount crested butte,california,colorado,08:00:00,17:00:00,19.5,19.5
1,1,37,56,10,1,seasonal,40.0,14.52,0.0,none,0.0,3.0,0,cherry hill,foristell,new jersey,missouri,07:00:00,15:30:00,21.78,21.78
1,1,37,56,28,1,seasonal,35.0,14.12,0.0,none,0.0,0.0,0,lovingston,wauchula,virginia,florida,07:00:00,14:30:00,21.18,21.18
1,1,37,56,70,1,peakload,40.0,12.54,0.0,none,0.0,0.0,0,charlottesville,bryan,virginia,texas,07:00:00,15:30:00,18.81,18.81
1,1,39,71,7,1,seasonal,40.0,12.63,0.0,none,0.0,1.0,1,norman,hallandale,oklahoma,florida,05:00:00,17:00:00,18.95,18.95
1,1,51,33,15,1,seasonal,40.0,15.49,0.0,none,0.0,1.0,0,baton rouge,baton rouge,louisiana,louisiana,07:00:00,16:00:00,23.24,23.24
1,1,39,71,4,1,peakload,40.0,15.87,0.0,none,0.0,3.0,0,carlsbad,atherton,california,california,08:00:00,17:00:00,23.8,23.8
1,1,39,71,17,1,peakload,35.0,13.05,0.0,none,0.0,0.0,0,albany,elmont,new york,new york,08:00:00,15:00:00,19.58,19.58
1,1,45,11,14,1,seasonal,40.0,15.06,0.0,none,0.0,3.0,0,coeur d' alene,texarkana,idaho,arkansas,08:00:00,16:00:00,22.59,26.34
1,1,37,56,33,1,seasonal,35.0,14.12,0.0,none,0.0,0.0,0,lovingston,okeechobee,virginia,florida,07:00:00,14:30:00,21.18,21.18
1,1,39,71,27,1,seasonal,40.0,355.2,0.0,none,0.0,0.0,0,harlingen,lyford,texas,texas,13:00:00,22:00:00,0.0,0.0
1,1,45,11,24,1,seasonal,40.0,12.16,0.0,none,0.0,0.0,0,coeur d' alene,ringgold,idaho,georgia,08:00:00,17:00:00,18.24,31.04
1,1,39,71,12,1,seasonal,40.0,355.2,0.0,none,0.0,0.0,0,harlingen,lyford,texas,texas,13:00:00,22:00:00,0.0,0.0
1,1,37,56,11,1,peakload,35.0,16.77,0.0,none,0.0,12.0,0,livingston,gray,louisiana,louisiana,06:30:00,15:00:00,25.16,25.16
1,1,53,11,4,1,peakload,35.0,9.07,0.0,none,0.0,0.0,0,livingston,gueydan,louisiana,louisiana,06:30:00,15:00:00,13.61,13.61
1,1,39,71,36,1,seasonal,40.0,361.6,0.0,none,0.0,0.0,0,harlingen,plattsburg,texas,missouri,13:00:00,22:00:00,0.0,0.0
1,1,39,71,8,1,seasonal,40.0,363.6,0.0,none,0.0,0.0,0,harlingen,lake havasu city,texas,arizona,13:00:00,22:00:00,0.0,0.0
1,1,53,44,4,1,peakload,35.0,11.63,0.0,none,0.0,3.0,0,livingston,vidalia,louisiana,louisiana,07:00:00,15:00:00,17.45,17.45
1,1,39,11,4,1,peakload,35.0,12.56,0.0,none,0.0,0.0,0,lexington,lexington,kentucky,kentucky,08:00:00,16:00:00,18.84,18.84
1,1,37,11,5,1,peakload,40.0,14.41,0.0,none,0.0,0.0,0,bay city,chester,texas,new jersey,07:00:00,19:00:00,21.62,21.62
1,1,35,72,22,1,peakload,35.0,9.37,0.0,none,0.0,1.0,0,frisco,hilton head island,texas,south carolina,05:30:00,13:30:00,14.06,14.06
1,1,39,71,8,1,seasonal,35.0,9.82,0.0,none,0.0,0.0,0,frisco,houston,texas,texas,10:00:00,18:00:00,14.73,14.73
1,1,37,56,21,1,peakload,35.0,13.91,0.0,none,0.0,0.0,0,frisco,austin,texas,texas,07:00:00,16:00:00,20.87,20.87
1,1,35,71,6,1,seasonal,35.0,8.63,0.0,none,0.0,0.0,0,frisco,laredo,texas,texas,10:00:00,18:00:00,12.95,15.98
1,1,37,56,258,1,peakload,35.0,13.44,0.0,none,0.0,0.0,0,frisco,houston,texas,texas,07:00:00,16:00:00,20.16,20.16
1,1,51,72,10,1,peakload,35.0,9.52,0.0,none,0.0,1.0,0,frisco,myrtle beach,texas,south carolina,06:00:00,14:00:00,14.28,14.28
1,1,35,72,4,1,peakload,35.0,11.0,0.0,none,0.0,6.0,0,frisco,myrtle beach,texas,south carolina,06:00:00,14:00:00,16.5,16.5
1,0,45,11,68,1,seasonal,35.0,12.38,0.0,none,0.0,0.0,0,no attorney representation,morrilton,no attorney representation,arkansas,07:00:00,17:00:00,18.57,53.49
0,1,11,33,3,1,intermittent,40.0,46.0,5.0,none,0.0,12.0,0,el paso,midland,texas,texas,07:00:00,19:00:00,69.0,69.0
1,1,39,71,8,1,peakload,40.0,15.87,0.0,none,0.0,1.0,0,carlsbad,petaluma,california,california,07:30:00,17:00:00,23.8,23.8
1,1,37,56,12,1,seasonal,40.0,13.08,0.0,none,0.0,0.0,0,coeur d'alene,easton,idaho,pennsylvania,07:00:00,17:00:00,19.62,22.5
1,1,35,72,16,1,peakload,35.0,10.8,0.0,none,0.0,3.0,0,frisco,amelia island,texas,florida,05:30:00,13:30:00,16.2,16.2
1,1,37,72,31,1,peakload,35.0,10.31,0.0,none,0.0,3.0,0,frisco,amelia island,texas,florida,08:00:00,16:00:00,15.47,15.47
1,1,39,71,12,1,peakload,35.0,8.97,0.0,none,0.0,0.0,0,frisco,myrtle beach,texas,south carolina,09:30:00,17:00:00,0.0,0.0
1,1,39,71,10,1,peakload,35.0,10.23,0.0,none,0.0,0.0,0,frisco,pigeon forge,texas,tennessee,08:00:00,16:00:00,0.0,0.0
1,1,37,56,22,1,peakload,35.0,13.42,0.0,none,0.0,1.0,0,livingston,st. amant,louisiana,louisiana,06:30:00,15:00:00,20.13,20.13
1,1,39,61,16,1,peakload,35.0,16.13,0.0,none,0.0,12.0,0,maplewood,basking ridge,new jersey,new jersey,16:30:00,20:30:00,0.0,0.0
1,1,39,71,30,1,seasonal,40.0,480.0,0.0,none,0.0,0.0,0,harlingen,maricopa,texas,arizona,13:00:00,22:00:00,0.0,0.0
1,1,45,11,48,1,seasonal,40.0,11.96,0.0,none,0.0,3.0,0,coeur d alene,medford,idaho,oregon,07:00:00,15:30:00,17.94,35.19
1,1,35,71,7,1,seasonal,40.0,348.0,0.0,none,0.0,0.0,0,harlingen,brownsville,texas,texas,13:00:00,22:00:00,0.0,0.0
1,1,37,56,4,1,peakload,40.0,13.42,0.0,none,0.0,1.0,0,henderson,baton rouge,north carolina,louisiana,07:00:00,15:00:00,20.13,20.13
1,1,39,71,20,1,seasonal,40.0,9.45,0.0,none,0.0,0.0,0,harlingen,cardington,texas,ohio,13:00:00,22:00:00,0.0,0.0
1,1,37,56,50,1,seasonal,40.0,13.58,0.0,none,0.0,0.0,0,coeur d alene,alma,idaho,georgia,08:00:00,16:30:00,20.37,20.37
1,1,49,23,3,1,peakload,40.0,12.03,0.0,none,0.0,3.0,0,henderson,crowley,north carolina,louisiana,07:00:00,16:00:00,18.05,18.05
1,1,37,56,3,1,peakload,35.0,10.89,0.0,none,0.0,3.0,0,livingston,monroe,louisiana,louisiana,06:30:00,15:00:00,16.34,16.34
1,1,45,42,60,1,peakload,40.0,11.73,0.0,none,0.0,0.0,0,phoenix,phoenix,arizona,arizona,06:00:00,14:30:00,17.6,17.6
1,1,37,56,30,1,peakload,40.0,13.23,0.0,none,0.0,3.0,0,phoenix,mesa,arizona,arizona,06:00:00,14:30:00,19.85,19.85
1,1,45,42,65,1,peakload,40.0,11.73,0.0,none,0.0,0.0,0,phoenix,queen creek,arizona,arizona,07:00:00,15:30:00,17.6,17.6
1,1,45,42,60,1,peakload,40.0,11.73,0.0,none,0.0,0.0,0,phoeinx,phoenix,arizona,arizona,06:00:00,14:30:00,17.6,17.6
1,1,37,56,48,1,peakload,40.0,13.23,0.0,none,0.0,3.0,0,phoenix,chandler,arizona,arizona,06:30:00,14:30:00,19.85,19.85
0,0,49,51,10,1,peakload,40.0,20.0,0.0,high school/ged ,0.0,48.0,0,no attorney representation,richardson,no attorney representation,texas,06:30:00,19:00:00,30.0,52.5
1,1,37,56,6,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,0,green bay,hawthorne,wisconsin,new york,07:00:00,16:00:00,0.0,0.0
1,1,39,11,6,1,peakload,35.0,12.56,0.0,none,0.0,0.0,0,lexington,lexington,kentucky,kentucky,08:00:00,16:00:00,18.84,18.84
1,1,45,11,37,1,peakload,35.0,10.06,0.0,none,0.0,0.0,0,wylie,carrollton,texas,texas,07:30:00,17:00:00,15.09,15.09
1,1,35,71,6,1,seasonal,35.0,8.79,0.0,none,0.0,0.0,0,frisco,hughes springs,texas,texas,10:00:00,18:00:00,13.19,15.77
1,1,39,71,20,1,seasonal,35.0,9.48,0.0,none,0.0,0.0,0,frisco,san antonio,texas,texas,10:00:00,18:00:00,14.22,18.74
1,1,37,56,40,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,0,coeur d' alene,maryland heights,idaho,missouri,08:00:00,17:00:00,21.78,21.78
1,1,49,53,2,1,seasonal,40.0,19.8,0.0,none,0.0,12.0,0,nashville,breckenridge,tennessee,colorado,08:00:00,17:00:00,0.0,0.0
1,1,37,56,6,1,peakload,40.0,12.95,0.0,none,0.0,0.0,0,coeur d'alene,claremore,idaho,oklahoma,08:00:00,17:00:00,19.43,24.0
1,1,51,31,6,1,seasonal,40.0,16.65,0.0,none,0.0,24.0,0,seattle,dutch harbor,washington,alaska,06:00:00,18:00:00,24.98,45.0
1,1,37,56,50,0,seasonal,40.0,13.52,0.0,none,0.0,0.0,0,austin,provo,texas,utah,04:00:00,12:00:00,20.28,20.28
1,1,45,11,30,1,peakload,40.0,12.0,0.0,none,0.0,3.0,0,coeur d'alene,central point,idaho,oregon,06:30:00,15:30:00,18.0,37.5
1,1,51,31,4,1,seasonal,40.0,8.33,0.0,none,0.0,0.0,0,lake charles,marksville,louisiana,louisiana,07:00:00,16:00:00,12.5,12.5
1,1,37,56,110,1,peakload,40.0,11.13,0.0,none,0.0,0.0,0,austin,salt lake city,texas,utah,08:00:00,17:00:00,16.69,16.69
0,1,47,42,35,1,peakload,35.0,22.4,0.0,none,0.0,3.0,0,dallas,keller,texas,texas,07:00:00,16:00:00,33.6,33.6
0,1,45,42,8,1,peakload,40.0,11.73,0.0,none,0.0,0.0,0,cherry hill,phoenix,new jersey,arizona,06:00:00,14:30:00,17.6,17.6
0,1,37,72,35,1,peakload,35.0,10.13,0.0,none,0.0,0.0,0,miami,wisconsin dells,florida,wisconsin,09:00:00,17:00:00,15.2,18.0
0,1,47,23,45,1,peakload,40.0,14.95,0.0,none,0.0,0.0,0,austin,dallas,texas,texas,08:00:00,17:00:00,0.0,0.0
1,1,39,71,16,1,peakload,35.0,12.2,0.0,none,0.0,0.0,0,frisco,gulf shores,texas,alabama,09:00:00,16:30:00,0.0,0.0
1,1,37,56,30,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,0,st. louis,hazelwood,missouri,missouri,06:00:00,15:30:00,21.78,22.5
1,1,47,23,8,1,peakload,35.0,14.56,0.0,none,0.0,0.0,0,lexington,balch springs,kentucky,texas,08:00:00,15:00:00,21.84,0.0
0,1,37,56,60,1,seasonal,40.0,15.08,0.0,none,0.0,3.0,0,lackawanna,pontiac,new york,michigan,08:00:00,17:00:00,22.62,22.62
1,1,37,56,8,1,peakload,40.0,15.73,0.0,none,0.0,0.0,0,coeur d'alene,wilmington,idaho,delaware,07:00:00,17:00:00,23.6,27.0
0,1,47,23,22,1,peakload,40.0,15.07,0.0,none,0.0,0.0,0,houston,del valle,texas,texas,08:00:00,17:00:00,0.0,0.0
1,1,37,72,24,1,peakload,35.0,10.75,0.0,none,0.0,3.0,0,tulsa,kearney,oklahoma,nebraska,06:00:00,16:00:00,0.0,0.0
1,1,37,56,34,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,0,coeur d'alene,high ridge,idaho,missouri,05:30:00,19:00:00,21.78,26.25
1,1,37,56,5,1,seasonal,40.0,11.9,0.0,none,0.0,0.0,0,coeur d'alene,stillwater,idaho,oklahoma,06:00:00,17:00:00,17.85,22.5
1,1,53,44,10,1,seasonal,40.0,12.88,0.0,none,0.0,0.0,0,bay city,leander,texas,texas,08:30:00,19:00:00,19.32,19.32
1,1,39,71,43,1,seasonal,40.0,346.4,0.0,none,0.0,0.0,0,harlingen,utica,texas,kentucky,13:00:00,22:00:00,0.0,0.0
1,1,37,56,9,1,seasonal,40.0,13.72,0.0,none,0.0,0.0,0,cherry hill,imlay city,new jersey,michigan,09:00:00,17:00:00,20.58,20.58
1,1,53,48,24,1,peakload,40.0,15.03,0.0,none,1.0,0.0,0,bay city,springfield,texas,virginia,06:45:00,20:00:00,22.55,22.55
1,1,37,56,30,1,peakload,40.0,13.23,0.0,none,0.0,3.0,0,phoenix,gilbert,arizona,arizona,06:00:00,14:30:00,19.85,19.85
1,1,37,56,25,1,peakload,40.0,11.95,0.0,none,0.0,3.0,0,phoenix,biloxi,arizona,mississippi,06:00:00,14:30:00,17.93,17.93
1,1,37,56,10,1,peakload,40.0,13.23,0.0,none,0.0,3.0,0,phoenix,tempe,arizona,arizona,06:00:00,14:30:00,19.85,19.85
1,1,37,56,8,1,peakload,40.0,11.93,0.0,none,0.0,3.0,0,phoenix,kenner,arizona,louisiana,06:00:00,14:30:00,17.9,17.9
1,1,37,56,60,1,peakload,40.0,14.41,0.0,none,0.0,0.0,0,green bay,morristown,wisconsin,new jersey,07:30:00,16:00:00,21.62,24.62
1,1,53,21,7,1,peakload,40.0,8.71,0.0,none,0.0,0.0,0,wylie,alpine,texas,texas,08:00:00,17:00:00,13.07,13.07
1,1,37,56,11,1,peakload,35.0,12.62,0.0,none,0.0,0.0,0,wylie,center,texas,texas,08:00:00,17:00:00,18.93,18.93
1,1,37,72,20,1,peakload,35.0,9.5,0.0,none,0.0,1.0,0,frisco,myrtle beach,texas,south carolina,09:00:00,17:00:00,14.25,14.25
1,1,37,56,32,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,wylie,lewisville,texas,texas,08:00:00,17:00:00,20.91,20.91
1,1,37,56,12,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,wylie,argyle,texas,texas,08:00:00,16:30:00,20.91,20.91
1,1,37,56,4,1,peakload,40.0,12.95,0.0,high school/ged ,0.0,0.0,0,monkey island,tulsa,oklahoma,oklahoma,08:00:00,16:30:00,0.0,0.0
1,1,53,31,2,1,seasonal,40.0,12.88,0.0,none,0.0,0.0,0,bay city,buda,texas,texas,05:00:00,14:00:00,19.32,19.32
0,0,37,33,12,1,peakload,40.0,9.58,0.0,none,0.0,0.0,0,no attorney representation,houma,no attorney representation,louisiana,06:00:00,18:00:00,14.37,14.37
1,1,37,56,24,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,cherry hill,medina,new jersey,ohio,07:30:00,16:00:00,20.55,20.55
1,1,37,23,6,1,peakload,35.0,15.18,0.0,none,0.0,0.0,0,cherry hill,fairless hills,new jersey,pennsylvania,06:00:00,20:00:00,22.77,22.77
1,1,47,21,10,1,peakload,40.0,14.64,0.0,high school/ged ,0.0,3.0,0,tulsa,lexington,oklahoma,nebraska,00:00:00,12:00:00,21.96,0.0
1,1,39,71,8,1,seasonal,40.0,344.0,0.0,none,0.0,0.0,0,harlingen,caseyville,texas,illinois,13:00:00,22:00:00,0.0,0.0
1,1,39,71,50,1,seasonal,40.0,359.6,0.0,none,0.0,0.0,0,harlingen,frankenmuth,texas,michigan,13:00:00,22:00:00,0.0,0.0
1,1,37,56,52,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,0,lovingston,blue ash,virginia,ohio,07:00:00,15:30:00,20.87,20.87
1,1,37,56,8,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,0,dallas,saint charles,texas,missouri,07:00:00,16:00:00,21.78,21.78
1,1,37,56,11,1,peakload,40.0,13.96,0.0,none,0.0,0.0,0,dallas,sulphur,texas,louisiana,07:00:00,16:00:00,20.94,20.94
1,1,37,56,23,1,seasonal,40.0,15.39,0.0,none,0.0,0.0,0,dallas,fredericksburg,texas,virginia,07:00:00,16:00:00,23.09,23.09
1,1,37,56,16,1,peakload,40.0,11.93,0.0,none,0.0,0.0,0,dallas,new orleans,texas,louisiana,06:00:00,14:30:00,17.9,17.9
1,1,37,56,10,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,dallas,king of prussia,texas,pennsylvania,06:30:00,15:30:00,23.6,0.0
1,1,37,56,58,1,seasonal,40.0,15.39,0.0,none,0.0,0.0,0,dallas,manassas,texas,virginia,07:00:00,16:00:00,23.09,23.09
1,1,37,56,18,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,0,dallas,fairfield,texas,ohio,07:00:00,16:00:00,20.87,20.87
1,1,37,56,7,1,peakload,40.0,13.42,0.0,none,0.0,0.0,0,dallas,port allen,texas,louisiana,07:00:00,16:00:00,20.13,20.13
1,1,39,71,5,1,peakload,40.0,10.57,0.0,none,0.0,1.0,0,norman,gainesville,oklahoma,florida,05:00:00,17:00:00,15.86,15.86
1,1,37,56,30,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,0,dallas,pacific,texas,missouri,07:00:00,16:00:00,21.78,21.78
1,1,39,71,12,1,seasonal,40.0,362.8,0.0,none,0.0,0.0,0,harlingen,montclair,texas,california,13:00:00,22:00:00,0.0,0.0
1,1,37,56,42,1,peakload,40.0,13.96,0.0,none,0.0,0.0,0,dallas,lake charles,texas,louisiana,06:30:00,15:30:00,20.94,20.94
1,1,37,56,6,1,seasonal,40.0,11.38,0.0,none,0.0,0.0,0,dallas,lafayette,texas,louisiana,07:00:00,16:00:00,17.07,17.07
0,1,47,23,6,1,seasonal,35.0,11.23,0.0,none,0.0,0.0,0,richmond,shreveport,virginia,louisiana,07:00:00,18:00:00,0.0,0.0
1,1,37,56,13,1,seasonal,40.0,13.42,0.0,none,0.0,0.0,0,dallas,baton rouge,texas,louisiana,07:00:00,16:00:00,20.13,20.13
1,1,37,56,35,1,seasonal,35.0,14.52,0.0,none,0.0,0.0,0,fairview heights,chesterfield,illinois,missouri,07:30:00,15:30:00,21.78,21.78
1,1,37,56,8,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,0,dallas,pacific,texas,missouri,07:00:00,16:00:00,21.78,21.78
