CASE_STATUS,AGENT_POC_EMP_REP_BY_AGENT,SOC_CODE,NAICS_CODE,NBR_WORKERS_REQUESTED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,NUM_OF_MONTHS_TRAINING,EMP_EXP_NUM_MONTHS,SWA_NAME,AGENT_ATTORNEY_CITY,WORKSITE_CITY,AGENT_ATTORNEY_STATE,WORKSITE_STATE,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,OVERTIME_RATE_FROM,OVERTIME_RATE_TO
1,1,37,56,25,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,wylie,lewisville,texas,texas,07:00:00,16:00:00,20.91,20.91
1,1,37,56,4,1,seasonal,40.0,13.94,0.0,none,0.0,0.0,0,wylie,carrollton,texas,texas,08:00:00,17:00:00,20.91,20.91
1,1,37,56,1,1,seasonal,35.0,16.81,0.0,none,0.0,0.0,0,new york,west harrison,new york,new york,08:00:00,16:00:00,0.0,0.0
1,1,37,56,12,1,peakload,40.0,13.42,0.0,none,0.0,0.0,0,wylie,baton rouge,texas,louisiana,07:00:00,18:00:00,20.13,20.13
1,1,35,72,12,1,peakload,35.0,9.37,0.0,none,0.0,3.0,0,frisco,bluffton,texas,south carolina,06:00:00,14:00:00,14.06,14.06
1,1,37,56,20,1,peakload,35.0,13.83,0.0,none,0.0,0.0,0,frisco,blacklick,texas,ohio,06:00:00,18:00:00,20.75,20.75
1,1,37,72,20,1,peakload,40.0,12.54,0.0,none,0.0,3.0,0,garden ridge,tofte,texas,minnesota,08:30:00,16:30:00,18.81,18.81
1,1,37,72,43,1,peakload,35.0,10.5,0.0,none,0.0,2.0,0,frisco,asheville,texas,north carolina,07:00:00,15:30:00,15.75,15.75
1,1,37,56,10,1,peakload,35.0,13.5,0.0,none,0.0,0.0,0,frisco,meridian,texas,idaho,07:00:00,15:30:00,20.25,20.25
1,1,35,72,8,1,peakload,40.0,10.96,0.0,none,0.0,0.0,0,garden ridge,tofte,texas,minnesota,08:30:00,16:30:00,16.44,16.44
1,1,37,56,14,1,peakload,40.0,12.27,0.0,none,0.0,0.0,0,atlanta,meridian,georgia,mississippi,07:00:00,16:00:00,18.41,18.41
1,1,37,23,1,1,seasonal,40.0,24.46,10.0,none,0.0,12.0,0,farmers branch,valentine,texas,nebraska,06:00:00,14:30:00,36.69,36.69
1,1,53,31,105,1,seasonal,35.0,7.6,0.0,none,0.0,0.0,0,new roads,slidell,louisiana,louisiana,06:00:00,15:00:00,11.4,11.4
1,1,43,44,18,1,seasonal,35.0,13.48,0.0,none,0.0,3.0,0,amherst,grandy,virginia,north carolina,05:30:00,21:00:00,20.22,20.22
1,1,37,71,20,1,peakload,40.0,15.39,0.0,none,0.0,3.0,0,lovingston,gainesville,virginia,virginia,06:00:00,14:30:00,23.09,23.09
1,0,37,56,5,1,seasonal,40.0,12.95,0.0,none,0.0,0.0,0,no attorney representation,tulsa,no attorney representation,oklahoma,07:00:00,17:00:00,19.43,19.43
1,1,37,56,12,1,peakload,35.0,13.76,0.0,none,0.0,0.0,0,frisco,arden,texas,north carolina,07:30:00,18:00:00,20.64,20.64
1,1,37,54,14,1,seasonal,35.0,13.96,0.0,none,0.0,1.0,0,lake charles,sulphur,louisiana,louisiana,07:30:00,15:30:00,20.94,20.94
1,1,37,56,12,1,peakload,35.0,14.32,0.0,none,0.0,3.0,0,clinton,rockville,north carolina,virginia,07:00:00,15:00:00,21.48,21.48
1,1,37,56,25,1,peakload,35.0,12.92,0.0,none,0.0,3.0,0,frisco,yukon,texas,oklahoma,07:00:00,18:00:00,19.38,19.38
1,1,37,56,5,1,seasonal,40.0,13.77,0.0,none,0.0,3.0,0,mcminnville,washington,tennessee,pennsylvania,07:00:00,16:00:00,20.66,20.66
1,1,37,54,12,1,seasonal,40.0,15.92,0.0,none,0.0,0.0,0,mcminnville,bellingham,tennessee,massachusetts,07:00:00,15:00:00,23.88,23.88
1,1,37,56,30,1,peakload,40.0,17.95,0.0,none,0.0,0.0,0,amherst,fremont,virginia,california,06:30:00,15:00:00,26.93,26.93
1,1,47,33,25,1,peakload,40.0,17.61,0.0,none,0.0,0.0,0,westbury,olathe,new york,kansas,07:00:00,15:00:00,26.42,26.42
1,1,51,31,30,1,seasonal,40.0,9.6,0.0,none,0.0,0.0,0,amherst,fishing creek,virginia,maryland,05:00:00,13:30:00,14.4,14.4
1,1,37,56,10,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,philadelphia,malvern,pennsylvania,pennsylvania,07:00:00,15:30:00,23.6,23.6
1,1,37,56,75,1,seasonal,40.0,13.44,0.0,none,0.0,0.0,0,west lake hills,conroe,texas,texas,07:00:00,16:00:00,20.16,20.16
1,1,47,23,55,1,seasonal,40.0,23.9,0.0,none,0.0,0.0,0,philadelphia,ambler,pennsylvania,pennsylvania,07:00:00,15:30:00,35.86,35.86
1,1,37,56,22,1,peakload,35.0,13.94,0.0,none,0.0,0.0,0,wylie,aubrey,texas,texas,07:30:00,15:30:00,20.91,20.91
1,1,37,23,30,1,seasonal,40.0,15.55,0.0,none,0.0,6.0,0,farmers branch,la jolla,texas,california,06:00:00,14:30:00,23.33,23.33
1,1,37,56,6,1,seasonal,40.0,13.94,0.0,none,0.0,0.0,0,wylie,allen,texas,texas,07:30:00,16:30:00,20.91,20.91
1,1,37,56,7,1,peakload,40.0,12.0,0.0,none,0.0,12.0,0,atlanta,williamsburg,georgia,virginia,06:00:00,13:00:00,18.0,18.0
1,1,37,56,18,1,peakload,35.0,12.82,0.0,none,0.0,0.0,0,wylie,olive branch,texas,mississippi,07:30:00,16:00:00,19.23,19.23
1,1,53,53,12,1,seasonal,40.0,14.18,0.0,none,0.0,0.0,0,pittsburgh,bedford heights,pennsylvania,ohio,08:30:00,17:00:00,21.27,21.27
1,1,37,72,100,1,peakload,35.0,10.47,0.0,none,0.0,0.0,0,atlanta,panama city beach,georgia,florida,07:00:00,15:00:00,15.71,15.71
1,1,35,72,5,1,seasonal,40.0,11.85,0.0,none,0.0,3.0,0,cherry hill,mackinac island,new jersey,michigan,10:00:00,23:00:00,17.78,17.78
1,1,37,56,12,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,issaquah,chesterland,washington,ohio,08:00:00,17:00:00,20.55,20.55
1,0,33,56,12,1,seasonal,40.0,10.52,10.0,none,0.0,0.0,0,no attorney representation,norristown,no attorney representation,pennsylvania,11:00:00,18:00:00,0.0,0.0
1,1,37,54,8,1,peakload,40.0,13.12,0.0,none,0.0,0.0,0,atascadero,nicholasville,california,kentucky,07:30:00,16:00:00,0.0,0.0
1,1,37,72,46,1,peakload,35.0,11.31,0.0,none,0.0,1.0,0,frisco,hilton head island,texas,south carolina,08:00:00,16:30:00,16.97,16.97
1,1,37,56,50,1,peakload,35.0,13.94,0.0,none,0.0,0.0,0,frisco,dallas,texas,texas,06:45:00,15:45:00,20.91,20.91
1,1,53,21,15,1,seasonal,40.0,11.61,0.0,none,0.0,0.0,0,atascadero,park valley,california,utah,07:30:00,16:00:00,0.0,0.0
1,1,35,72,22,1,peakload,35.0,9.37,0.0,none,0.0,1.0,0,frisco,hilton head island,texas,south carolina,06:00:00,14:30:00,14.06,14.06
1,1,53,48,8,1,peakload,40.0,12.97,0.0,none,0.0,0.0,0,atascadero,portland,california,maine,07:00:00,16:00:00,0.0,19.46
1,1,35,72,13,1,peakload,35.0,12.41,0.0,none,0.0,3.0,0,frisco,hilton head island,texas,south carolina,06:00:00,14:30:00,18.62,18.62
1,1,37,56,35,1,peakload,35.0,12.12,0.0,none,0.0,0.0,0,frisco,thibodaux,texas,louisiana,06:00:00,14:00:00,18.18,18.18
1,1,51,42,3,1,seasonal,40.0,13.62,0.0,none,0.0,0.0,0,ronkonkoma,hampton bays,new york,new york,07:00:00,15:00:00,20.43,20.43
1,1,53,53,5,1,seasonal,40.0,16.27,0.0,none,0.0,0.0,0,edgartown,edgartown,massachusetts,massachusetts,08:00:00,17:00:00,24.41,24.41
1,1,51,53,6,1,seasonal,35.0,15.31,0.0,none,0.0,0.0,0,edgartown,tisbury,massachusetts,massachusetts,09:00:00,16:00:00,0.0,0.0
1,1,35,72,8,1,peakload,35.0,12.35,0.0,none,0.0,3.0,0,frisco,fernandina beach,texas,florida,08:00:00,17:00:00,18.53,18.53
1,1,47,56,12,1,peakload,35.0,13.98,0.0,none,0.0,0.0,0,valdosta,garden city,georgia,idaho,19:00:00,15:00:00,0.0,0.0
1,1,47,23,4,1,peakload,35.0,24.77,0.0,none,0.0,3.0,0,glen allen,nantucket,virginia,massachusetts,07:30:00,16:30:00,37.16,37.16
1,1,35,72,15,1,seasonal,35.0,8.85,0.0,none,0.0,0.0,0,annapolis,franklin square,maryland,new york,16:00:00,23:00:00,13.28,20.01
1,1,37,56,6,1,seasonal,35.0,15.39,0.0,none,0.0,3.0,0,annapolis,upper marlboro,maryland,maryland,07:00:00,14:30:00,23.09,23.09
1,1,37,56,10,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,0,green bay,new rochelle,wisconsin,new york,07:00:00,15:30:00,0.0,0.0
1,1,35,71,4,1,peakload,40.0,9.47,0.0,none,0.0,1.0,0,norman,nashville,oklahoma,tennessee,00:00:00,23:00:00,14.21,14.21
1,1,53,31,80,1,seasonal,40.0,9.03,0.0,none,0.0,0.0,0,amherst,swan quarter,virginia,north carolina,05:00:00,13:30:00,13.55,13.55
1,1,39,71,3,1,seasonal,40.0,14.29,0.0,none,0.0,1.0,0,norman,oceanport,oklahoma,new jersey,05:00:00,17:00:00,21.43,21.43
1,1,39,71,10,1,seasonal,40.0,11.2,0.0,none,0.0,1.0,0,norman,elkton,oklahoma,maryland,05:00:00,17:00:00,16.8,16.8
1,1,39,71,6,1,seasonal,40.0,11.2,0.0,none,0.0,1.0,0,norman,wilmington,oklahoma,delaware,05:00:00,17:00:00,16.8,16.8
1,1,37,56,24,1,peakload,40.0,15.41,0.0,none,0.0,0.0,0,coeur d'alene,bellevue,idaho,idaho,08:00:00,16:30:00,23.12,25.5
1,1,37,56,24,1,peakload,40.0,14.52,0.0,none,0.0,3.0,0,amherst,apex,virginia,north carolina,07:00:00,17:00:00,21.78,21.78
1,1,37,56,9,1,peakload,40.0,13.23,0.0,none,0.0,3.0,0,amherst,matthews,virginia,north carolina,07:00:00,17:00:00,19.85,19.85
1,1,37,56,18,1,peakload,40.0,13.73,0.0,none,0.0,3.0,0,amherst,durham,virginia,north carolina,07:00:00,17:00:00,20.6,20.6
1,1,37,56,6,1,peakload,40.0,11.29,0.0,none,0.0,3.0,0,amherst,southport,virginia,north carolina,07:00:00,17:00:00,16.94,16.94
1,1,51,31,50,1,seasonal,35.0,9.6,0.0,none,0.0,0.0,0,amherst,fishing creek,virginia,maryland,05:00:00,13:30:00,14.4,14.4
1,1,53,31,105,1,seasonal,35.0,9.6,0.0,none,0.0,0.0,0,amherst,fishing creek,virginia,maryland,02:00:00,22:00:00,14.4,14.4
1,1,53,48,4,1,peakload,40.0,16.25,0.0,high school/ged ,0.0,0.0,0,sudbury,arlington,massachusetts,massachusetts,08:00:00,16:00:00,24.38,0.0
1,1,37,56,2,1,peakload,40.0,11.56,0.0,none,0.0,3.0,0,coeur d' alene,hutto,idaho,texas,06:00:00,15:30:00,17.34,30.0
1,1,37,56,13,1,peakload,35.0,12.9,0.0,none,0.0,1.0,0,frisco,charleston,texas,south carolina,07:00:00,17:00:00,19.35,19.35
1,1,37,56,4,1,peakload,40.0,13.7,0.0,none,0.0,0.0,0,twinsburg,hinckley,ohio,ohio,09:00:00,17:00:00,20.55,20.55
1,1,37,56,5,1,peakload,40.0,12.37,0.0,none,0.0,0.0,0,coeur d' alene,elkmont,idaho,alabama,07:00:00,17:00:00,18.56,22.5
1,1,37,56,5,1,peakload,40.0,13.23,0.0,none,0.0,0.0,0,coeur d'alene,phoenix,idaho,arizona,05:30:00,14:00:00,19.85,22.5
1,1,37,71,9,1,seasonal,40.0,15.73,0.0,none,0.0,3.0,0,upper darby,havertown,pennsylvania,pennsylvania,06:00:00,14:30:00,23.6,23.6
1,1,37,56,15,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,albany,plano,new york,texas,06:30:00,16:30:00,20.91,20.91
1,1,37,56,4,1,seasonal,40.0,12.0,0.0,none,0.0,3.0,0,westbury,mackinac,new york,michigan,08:00:00,16:00:00,18.0,18.0
1,1,37,56,10,1,peakload,40.0,13.91,0.0,none,0.0,0.0,0,chevy chase,austin,maryland,texas,08:00:00,16:00:00,20.87,20.87
1,1,37,56,25,1,seasonal,40.0,16.07,0.0,none,0.0,0.0,0,albany,parker,new york,colorado,07:00:00,15:30:00,24.11,24.11
1,1,37,56,10,1,peakload,40.0,13.42,0.0,none,0.0,0.0,0,coeur d' alene,maringouin,idaho,louisiana,06:00:00,16:00:00,20.13,22.5
1,1,37,56,5,1,seasonal,40.0,13.72,0.0,none,0.0,3.0,0,whitmore lake,whitmore lake,michigan,michigan,08:00:00,16:30:00,20.58,20.58
1,1,47,23,15,1,seasonal,40.0,15.9,0.0,none,0.0,3.0,0,coeur d' alene,mount airy,idaho,north carolina,08:00:00,17:00:00,23.85,23.85
1,1,37,56,15,1,peakload,40.0,12.49,0.0,none,0.0,0.0,0,amherst,lowell,virginia,arkansas,06:00:00,16:30:00,18.74,18.74
1,1,47,23,15,1,seasonal,40.0,15.76,0.0,none,0.0,3.0,0,coeur d' alene,canaseraga,idaho,new york,08:00:00,17:00:00,23.64,23.64
1,1,37,56,12,1,peakload,40.0,12.62,0.0,none,0.0,0.0,0,amherst,savannah,virginia,georgia,07:00:00,18:00:00,18.93,18.93
1,1,53,33,20,1,peakload,40.0,14.3,0.0,none,0.0,1.0,0,westbury,selingrove,new york,pennsylvania,08:00:00,16:00:00,21.45,21.45
1,1,37,56,9,1,peakload,40.0,12.27,0.0,none,0.0,0.0,0,coeur d'alene,jackson,idaho,mississippi,07:00:00,15:30:00,18.41,19.5
1,1,35,72,14,1,peakload,40.0,11.2,0.0,none,0.0,0.0,0,coeur d' alene,surf city,idaho,north carolina,09:00:00,17:00:00,16.8,22.5
1,1,35,72,6,1,seasonal,35.0,11.35,0.0,none,0.0,0.0,0,bloomfield hills,mackinac island,michigan,michigan,06:00:00,13:30:00,17.02,17.02
1,1,37,56,15,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,farmersville,forney,texas,texas,07:00:00,16:00:00,0.0,0.0
1,1,37,56,12,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,farmersville,quinlan,texas,texas,08:00:00,17:00:00,0.0,0.0
1,1,37,71,8,1,peakload,40.0,15.17,0.0,none,0.0,0.0,0,farmersville,westminster,texas,colorado,05:30:00,14:00:00,0.0,0.0
1,1,35,72,8,1,peakload,40.0,9.62,0.0,none,0.0,0.0,0,coeur d'alene,benton,idaho,kentucky,09:00:00,17:00:00,14.43,15.0
1,1,37,56,20,1,seasonal,40.0,16.07,0.0,none,0.0,0.0,0,windsor,aurora,colorado,colorado,06:00:00,16:30:00,24.1,27.1
1,1,37,56,60,1,seasonal,40.0,15.17,0.0,none,0.0,0.0,0,windsor,aurora,colorado,colorado,06:00:00,16:30:00,22.75,25.76
1,1,37,33,2,1,seasonal,40.0,16.35,0.0,none,0.0,3.0,0,westbury,montauk,new york,new york,08:00:00,16:00:00,24.53,24.53
1,1,35,72,4,1,seasonal,40.0,14.0,0.0,none,0.0,1.0,0,westbury,east hampton,new york,new york,07:00:00,01:00:00,21.0,21.0
1,1,37,33,7,1,seasonal,40.0,16.81,0.0,none,0.0,1.0,0,westbury,hicksville,new york,new york,08:00:00,16:00:00,25.22,25.22
1,1,35,72,4,1,seasonal,35.0,11.38,0.0,none,0.0,0.0,0,minneapolis,mackinac island,minnesota,michigan,08:00:00,16:00:00,17.07,17.07
1,1,37,56,24,1,peakload,40.0,15.39,0.0,none,0.0,0.0,0,bay city,purcellville,texas,virginia,08:00:00,17:00:00,23.09,29.18
1,1,37,56,15,1,seasonal,40.0,14.41,0.0,none,0.0,0.0,0,bay city,wharton,texas,new jersey,07:30:00,16:00:00,21.62,24.75
1,1,37,56,25,1,seasonal,40.0,15.3,0.0,none,0.0,0.0,0,garden ridge,williston,texas,north dakota,08:00:00,17:00:00,22.95,22.95
1,1,37,56,2,1,peakload,40.0,13.52,0.0,none,0.0,0.0,0,coeur d'alene,elkhart,idaho,indiana,07:00:00,16:00:00,20.28,20.28
1,1,37,71,11,1,seasonal,40.0,15.17,0.0,none,0.0,0.0,0,windsor,larkspur,colorado,colorado,06:00:00,14:30:00,22.76,22.76
1,1,37,56,20,1,seasonal,35.0,16.81,0.0,none,0.0,0.0,0,bay city,wall,texas,new jersey,07:30:00,17:00:00,25.22,25.22
1,1,37,56,9,1,seasonal,40.0,14.41,0.0,none,0.0,0.0,0,bay city,randolph,texas,new jersey,07:00:00,16:00:00,21.62,27.0
1,1,37,71,8,1,peakload,40.0,14.52,0.0,none,0.0,3.0,0,framingham,raleigh,massachusetts,north carolina,09:00:00,17:00:00,21.78,21.78
1,1,37,56,85,1,seasonal,40.0,13.48,0.0,none,0.0,0.0,0,windsor,colorado springs,colorado,colorado,07:00:00,18:00:00,20.22,37.5
1,1,37,56,105,1,seasonal,40.0,16.07,0.0,none,0.0,0.0,0,windsor,frederick,colorado,colorado,08:00:00,17:00:00,24.1,27.0
1,1,53,31,12,1,peakload,35.0,11.93,0.0,none,0.0,0.0,0,amherst,secretary,virginia,maryland,06:00:00,15:00:00,17.9,17.9
0,1,47,23,5,1,peakload,40.0,14.62,0.0,none,0.0,0.0,0,garden ridge,aberdeen,texas,south dakota,07:30:00,16:30:00,21.93,21.93
1,1,51,31,75,1,seasonal,35.0,9.03,0.0,none,0.0,0.0,0,amherst,aurora,virginia,north carolina,06:30:00,14:30:00,13.55,13.55
1,1,37,56,35,1,peakload,40.0,14.52,0.0,none,0.0,0.0,0,bay city,st. peters,texas,missouri,07:00:00,16:00:00,21.78,22.5
1,1,53,31,15,1,peakload,35.0,10.81,0.0,none,0.0,0.0,0,amherst,white stone,virginia,virginia,07:00:00,16:00:00,16.22,16.22
1,1,51,31,75,1,peakload,35.0,11.31,0.0,none,0.0,0.0,0,amherst,galveston,virginia,texas,07:00:00,16:00:00,16.97,16.97
1,1,37,56,20,1,peakload,40.0,15.39,0.0,none,0.0,0.0,0,bay city,mitchellville,texas,maryland,07:00:00,16:00:00,23.09,23.09
1,1,37,56,25,1,peakload,40.0,12.54,0.0,none,0.0,0.0,0,amherst,sanford,virginia,florida,06:30:00,17:30:00,18.81,18.81
1,1,37,56,10,1,seasonal,35.0,12.92,0.0,none,0.0,0.0,0,amherst,nixa,virginia,missouri,07:00:00,17:30:00,19.38,19.38
1,1,37,56,8,1,peakload,40.0,16.93,0.0,none,0.0,3.0,0,amherst,mays landing,virginia,new jersey,07:30:00,16:00:00,25.4,25.4
1,1,51,31,21,1,seasonal,35.0,13.49,0.0,none,0.0,0.0,0,amherst,barco,virginia,north carolina,07:00:00,16:00:00,20.24,20.24
1,1,37,56,10,1,peakload,40.0,13.7,0.0,none,0.0,0.0,0,amherst,chagrin falls,virginia,ohio,08:00:00,17:00:00,20.55,20.55
1,1,37,72,8,1,peakload,36.0,11.97,0.0,none,0.0,0.0,0,amherst,cody,virginia,wyoming,08:30:00,15:00:00,17.96,17.96
1,1,53,42,14,1,seasonal,40.0,10.81,0.0,none,0.0,0.0,0,amherst,callao,virginia,virginia,07:00:00,21:00:00,16.22,16.22
1,1,47,23,5,1,peakload,40.0,14.56,0.0,none,0.0,6.0,0,charlottesville,walton,virginia,kentucky,07:30:00,16:00:00,21.84,21.84
1,1,37,56,20,1,seasonal,40.0,13.7,0.0,none,0.0,3.0,0,lovingston,bedford,virginia,ohio,08:00:00,16:30:00,20.55,20.55
1,1,37,72,10,1,seasonal,40.0,11.01,0.0,none,0.0,0.0,0,enola,sheridan,pennsylvania,wyoming,08:30:00,16:00:00,0.0,0.0
1,1,37,23,14,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,0,westbury,westhampton beach,new york,new york,08:00:00,16:00:00,25.22,25.22
1,1,35,72,20,1,seasonal,40.0,10.41,0.0,high school/ged ,0.0,0.0,0,princeton,wildwood,new jersey,new jersey,12:00:00,21:00:00,15.62,15.62
1,1,37,56,12,1,seasonal,40.0,16.81,0.0,none,0.0,3.0,0,lovingston,new rochelle,virginia,new york,08:00:00,16:30:00,25.22,25.22
1,1,37,56,8,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,charlottesville,chagrin falls,virginia,ohio,07:30:00,16:00:00,20.55,20.55
1,1,37,71,15,1,seasonal,35.0,11.97,0.0,none,0.0,3.0,0,framingham,agar,massachusetts,south dakota,09:00:00,16:00:00,0.0,0.0
1,1,53,23,2,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,0,ronkonkoma,hampton bays,new york,new york,07:30:00,15:30:00,25.22,25.22
1,1,37,71,9,1,seasonal,35.0,10.87,0.0,none,0.0,3.0,0,framingham,agar,massachusetts,south dakota,09:00:00,16:00:00,0.0,0.0
1,1,37,56,5,1,seasonal,40.0,10.68,0.0,none,0.0,0.0,0,charlottesville,buckhannon,virginia,west virginia,07:00:00,15:30:00,16.02,16.02
1,1,37,56,6,1,seasonal,40.0,13.77,0.0,none,0.0,3.0,0,lovingston,mcdonald,virginia,pennsylvania,07:00:00,15:30:00,20.66,20.66
1,1,37,56,14,1,peakload,35.0,10.53,0.0,none,0.0,3.0,0,framingham,boyne falls,massachusetts,michigan,09:00:00,16:00:00,15.8,15.8
1,1,37,23,13,1,seasonal,40.0,16.34,0.0,none,0.0,3.0,0,lovingston,medford,virginia,new york,08:00:00,17:00:00,24.51,24.51
1,1,47,23,4,1,seasonal,40.0,17.25,0.0,none,0.0,0.0,0,wylie,fort dodge,texas,iowa,06:00:00,16:00:00,25.88,25.88
1,1,37,56,12,1,peakload,35.0,14.24,0.0,none,0.0,0.0,0,frisco,norcross,texas,georgia,06:30:00,15:30:00,21.36,21.36
1,1,51,31,46,1,seasonal,40.0,9.4,0.0,none,0.0,3.0,0,lake charles,dulac,louisiana,louisiana,06:00:00,15:00:00,14.1,14.1
1,1,37,72,12,1,peakload,35.0,14.58,0.0,none,0.0,3.0,0,framingham,north falmouth,massachusetts,massachusetts,07:00:00,14:00:00,21.87,21.87
1,1,43,72,2,1,seasonal,40.0,11.99,0.0,none,0.0,3.0,0,framingham,camden,massachusetts,maine,09:00:00,17:00:00,17.99,22.5
1,1,37,56,12,1,peakload,40.0,11.25,0.0,none,0.0,3.0,0,lovingston,danville,virginia,virginia,08:00:00,16:30:00,16.88,16.88
1,1,47,23,14,1,peakload,40.0,19.59,0.0,none,0.0,12.0,0,lovingston,mentor,virginia,ohio,07:00:00,16:00:00,29.39,29.39
1,1,47,23,10,1,peakload,35.0,19.57,0.0,none,0.0,0.0,0,minneapolis,commerce city,minnesota,colorado,07:00:00,16:30:00,29.36,29.36
1,1,37,56,8,1,seasonal,40.0,11.25,0.0,none,0.0,0.0,0,lovingston,halifax,virginia,virginia,07:00:00,15:30:00,16.88,16.88
1,1,37,56,12,1,seasonal,40.0,15.59,0.0,none,0.0,0.0,0,lovingston,joliet,virginia,illinois,07:00:00,15:30:00,23.39,23.39
1,1,47,23,30,1,peakload,40.0,12.51,0.0,none,0.0,0.0,0,coeur d alene,ringgold,idaho,georgia,08:00:00,17:00:00,18.77,18.77
1,1,35,72,3,1,seasonal,40.0,13.05,0.0,none,0.0,3.0,0,westbury,lead,new york,south dakota,06:00:00,22:00:00,19.58,19.58
1,1,35,72,5,1,peakload,40.0,13.0,0.0,none,0.0,0.0,0,westbury,burlington,new york,vermont,10:00:00,23:00:00,19.5,19.5
1,1,35,72,6,1,peakload,40.0,13.0,0.0,none,0.0,0.0,0,westbury,burlington,new york,vermont,10:00:00,22:00:00,19.5,19.5
1,1,39,71,20,1,seasonal,35.0,17.87,0.0,high school/ged ,0.0,12.0,0,enola,coloma,pennsylvania,california,07:00:00,16:00:00,0.0,0.0
1,1,37,22,7,1,seasonal,40.0,14.24,0.0,none,0.0,0.0,0,austin,marietta,texas,georgia,08:00:00,17:00:00,21.36,21.36
1,1,37,56,13,1,seasonal,40.0,17.05,0.0,none,0.0,3.0,0,coeur d alene,tacoma,idaho,washington,07:00:00,15:30:00,25.58,30.0
1,1,37,56,65,1,seasonal,40.0,17.78,0.0,none,0.0,0.0,0,lovingston,baldwin,virginia,north dakota,08:00:00,16:30:00,26.67,26.67
1,1,37,56,14,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,austin,allen,texas,texas,08:00:00,17:00:00,20.91,20.91
1,1,47,23,4,1,seasonal,40.0,14.64,0.0,none,0.0,2.0,0,omaha,north platte,nebraska,nebraska,07:00:00,17:00:00,21.96,21.96
1,1,47,23,10,1,seasonal,40.0,15.86,0.0,none,0.0,0.0,0,sioux center,hartford,iowa,south dakota,07:30:00,17:30:00,23.79,23.79
1,1,37,56,6,1,seasonal,40.0,17.9,0.0,none,0.0,3.0,0,lovingston,revere,virginia,massachusetts,07:00:00,15:30:00,26.85,26.85
1,1,37,56,10,1,seasonal,40.0,13.07,0.0,none,0.0,0.0,0,garden ridge,mina,texas,south dakota,07:00:00,16:00:00,19.61,19.61
1,1,37,56,6,1,peakload,40.0,13.52,0.0,none,0.0,3.0,0,lovingston,nashville,virginia,tennessee,06:30:00,15:00:00,20.28,20.28
1,1,47,23,60,1,seasonal,40.0,12.79,0.0,none,0.0,0.0,0,omaha,omaha,nebraska,nebraska,08:00:00,17:00:00,19.19,19.19
1,1,37,56,15,1,peakload,35.0,13.94,0.0,none,0.0,0.0,0,wylie,rockwall,texas,texas,08:00:00,17:00:00,20.91,20.91
1,1,37,56,12,1,seasonal,40.0,13.42,0.0,none,0.0,0.0,0,wylie,baton rouge,texas,louisiana,07:00:00,16:00:00,20.13,20.13
1,1,37,56,6,1,seasonal,40.0,17.05,0.0,none,0.0,0.0,0,garden ridge,bloomington,texas,minnesota,07:00:00,16:00:00,25.58,25.58
1,1,37,56,6,1,seasonal,40.0,15.3,0.0,none,0.0,3.0,0,sevierville,williston,tennessee,north dakota,07:30:00,17:00:00,22.95,22.95
1,1,35,72,20,1,peakload,35.0,15.25,0.0,none,0.0,3.0,0,frisco,brooks,texas,california,07:00:00,15:00:00,22.88,22.88
1,1,35,72,14,1,peakload,35.0,11.1,0.0,none,0.0,0.0,0,miami,colorado springs,florida,colorado,05:00:00,13:00:00,16.65,16.65
1,1,35,72,45,1,peakload,35.0,11.1,0.0,none,0.0,0.0,0,miami,colorado springs,florida,colorado,05:00:00,13:00:00,16.65,16.65
1,1,47,23,12,1,seasonal,35.0,18.76,0.0,none,0.0,3.0,0,minneapolis,west fargo,minnesota,north dakota,06:00:00,18:00:00,28.14,45.0
1,1,37,56,30,1,peakload,40.0,12.87,0.0,none,0.0,0.0,0,lovingston,thonotosassa,virginia,florida,06:30:00,14:00:00,19.31,19.31
1,1,37,56,10,1,peakload,40.0,14.52,0.0,none,0.0,3.0,0,austin,ballwin,texas,missouri,08:00:00,17:00:00,21.78,21.78
1,1,37,56,6,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,wylie,plano,texas,texas,07:30:00,17:00:00,20.91,20.91
1,1,37,56,18,1,seasonal,40.0,12.55,0.0,none,0.0,0.0,0,bay city,beaumont,texas,texas,08:00:00,17:00:00,18.83,18.83
1,1,47,23,10,1,peakload,40.0,16.31,0.0,none,0.0,0.0,0,garden ridge,garden city,texas,kansas,07:30:00,15:30:00,24.47,24.47
