AGENT_POC_EMP_REP_BY_AGENT,SOC_CODE,NAICS_CODE,NBR_WORKERS_REQUESTED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,NUM_OF_MONTHS_TRAINING,EMP_EXP_NUM_MONTHS,SWA_NAME,CITY_MATCH,STATE_MATCH,WORK_DAY_LENGTH,DAYTIME_WORK,HAS_OVERTIME,CASE_STATUS
1,37,56,23.0,1,peakload,35.0,13.42,0.0,none,0.0,0.0,0,different,different,11.0,1.0,1,1
1,37,56,11.0,1,peakload,40.0,15.59,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
0,37,72,4.0,1,seasonal,40.0,13.67,0.0,none,0.0,0.0,0,no_rep,no_rep,8.0,1.0,1,1
1,37,56,4.0,1,seasonal,40.0,16.35,0.0,none,0.0,1.0,0,different,same,8.0,1.0,1,1
1,37,56,8.0,1,peakload,35.0,13.94,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,45,11,27.0,1,seasonal,35.0,15.0,0.0,none,0.0,1.0,0,different,different,12.0,1.0,0,1
1,35,44,5.0,1,seasonal,35.0,11.38,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,37,56,25.0,1,seasonal,40.0,13.48,0.0,none,0.0,0.0,0,different,same,10.5,1.0,1,1
1,37,56,40.0,1,peakload,40.0,15.17,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,47,56,4.0,1,seasonal,40.0,17.26,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,37,56,10.0,1,peakload,40.0,16.81,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,33,71,30.0,1,seasonal,36.0,12.92,0.0,none,0.0,0.0,0,different,different,10.0,0.0,0,1
1,39,71,105.0,1,seasonal,36.0,11.72,0.0,high school/ged ,0.0,0.0,0,different,different,10.0,0.0,0,1
1,37,56,6.0,1,seasonal,40.0,13.41,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,250.0,1,peakload,40.0,15.17,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,43,72,7.0,1,peakload,35.0,11.99,0.0,none,0.0,3.0,0,different,different,7.0,1.0,1,1
1,37,56,25.0,1,peakload,40.0,15.17,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1,1
1,37,56,4.0,1,peakload,40.0,11.86,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,37,56,20.0,1,seasonal,40.0,14.49,0.0,none,0.0,0.0,0,different,different,12.0,1.0,1,1
1,37,56,12.0,1,peakload,40.0,12.56,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,10.0,1,peakload,40.0,16.81,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,72,12.0,1,seasonal,35.0,11.66,0.0,none,0.0,3.0,0,different,different,7.0,1.0,1,1
1,37,72,40.0,1,seasonal,40.0,10.5,0.0,none,0.0,0.0,0,different,different,12.0,1.0,1,1
1,37,56,15.0,1,seasonal,40.0,15.02,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,47,23,100.0,1,one-time occurrence,40.0,30.57,1.0,high school/ged ,0.0,60.0,0,different,different,8.0,1.0,1,0
1,37,56,12.0,1,peakload,40.0,12.61,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,6.0,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,37,56,22.0,1,seasonal,40.0,14.97,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,72,5.0,1,peakload,35.0,14.58,0.0,none,0.0,3.0,0,different,same,7.0,1.0,1,1
1,37,72,6.0,1,peakload,35.0,13.0,0.0,none,0.0,0.0,0,different,same,7.0,1.0,1,1
1,37,56,8.0,1,peakload,40.0,14.24,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,25.0,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,15.0,1,peakload,40.0,13.77,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,10.0,1,seasonal,40.0,13.72,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,40.0,1,peakload,35.0,12.9,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,25.0,1,peakload,40.0,12.89,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1,1
1,37,56,4.0,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,15.0,1,peakload,35.0,12.15,0.0,none,0.0,3.0,0,different,different,10.0,1.0,1,1
1,37,56,55.0,1,seasonal,35.0,14.0,4.0,none,0.0,3.0,0,different,different,7.5,1.0,1,1
1,37,56,25.0,1,peakload,40.0,13.68,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,53,48,10.0,1,peakload,40.0,20.06,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,47,23,7.0,1,peakload,40.0,20.67,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,51,31,23.0,1,seasonal,35.0,12.13,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,53,48,25.0,1,peakload,40.0,16.66,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,24.0,1,seasonal,35.0,15.73,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,15.0,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,13.0,1,peakload,40.0,14.03,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,43,72,7.0,1,seasonal,35.0,15.04,0.0,none,0.0,3.0,0,different,same,7.0,1.0,1,1
1,37,71,10.0,1,peakload,40.0,12.62,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,29.0,1,peakload,40.0,16.81,0.0,none,0.0,0.0,0,different,different,9.0,1.0,0,1
1,37,56,28.0,1,seasonal,40.0,15.1,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,15.0,1,seasonal,40.0,10.81,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,51,21,14.0,1,peakload,40.0,14.76,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,47,23,20.0,1,peakload,40.0,17.53,0.0,none,0.0,0.0,0,different,same,10.0,1.0,1,1
1,37,53,3.0,1,seasonal,40.0,13.08,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,12.0,1,seasonal,40.0,13.72,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,45.0,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,different,same,10.0,1.0,1,1
1,37,23,24.0,1,seasonal,40.0,16.75,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,30.0,1,peakload,40.0,16.81,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,10.0,1,seasonal,40.0,13.52,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,35,72,8.0,1,peakload,35.0,10.2,0.0,none,0.0,0.0,0,different,different,20.0,0.0,1,1
1,37,56,30.0,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,10.0,1,seasonal,40.0,15.73,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,9.0,1,peakload,40.0,12.61,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1,1
1,37,56,8.0,1,seasonal,40.0,12.27,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,35,71,2.0,1,seasonal,35.0,13.05,0.0,none,0.0,6.0,0,different,different,7.0,1.0,0,1
1,47,23,20.0,1,peakload,40.0,15.39,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,71,4.0,1,seasonal,40.0,14.32,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1,1
1,37,56,15.0,1,seasonal,40.0,14.64,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,16.0,1,seasonal,40.0,13.12,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,27.0,1,peakload,35.0,12.54,0.0,none,0.0,1.0,0,different,different,7.5,1.0,1,1
1,37,56,20.0,1,seasonal,40.0,13.41,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,16.0,1,peakload,40.0,11.53,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,35,72,1.0,1,one-time occurrence,40.0,13.71,0.0,none,0.0,0.0,0,different,same,11.0,1.0,1,1
1,37,56,8.0,1,seasonal,40.0,13.91,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,45,11,14.0,1,seasonal,40.0,14.41,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,53,33,25.0,1,seasonal,40.0,15.3,0.0,none,0.0,3.0,0,different,different,12.25,0.0,1,1
1,37,71,2.0,1,peakload,40.0,17.46,0.0,none,0.0,18.0,0,different,same,8.0,1.0,1,1
0,37,56,8.0,1,seasonal,40.0,17.97,0.0,none,0.0,0.0,0,no_rep,no_rep,10.0,1.0,1,1
1,37,56,25.0,1,peakload,35.0,11.83,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,72,24.0,1,peakload,35.0,11.0,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,23,6.0,1,seasonal,40.0,13.77,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,15.0,1,peakload,40.0,13.03,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,4.0,1,seasonal,40.0,15.59,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,12.0,1,peakload,40.0,12.46,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1,1
1,39,71,20.0,1,seasonal,35.0,10.34,0.0,none,0.0,0.0,0,different,different,10.0,0.0,0,1
1,37,56,10.0,1,seasonal,40.0,16.34,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,10.0,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,29.0,1,peakload,40.0,12.46,0.0,none,0.0,3.0,0,different,different,9.5,1.0,1,1
1,37,56,9.0,1,peakload,40.0,12.21,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,8.0,1,seasonal,40.0,13.31,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1,1
1,37,56,6.0,1,seasonal,40.0,13.83,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,5.0,1,seasonal,40.0,15.39,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,39,61,12.0,1,seasonal,35.0,13.55,0.0,associate's,0.0,0.0,0,different,different,7.0,0.0,0,1
1,37,56,10.0,1,peakload,40.0,15.39,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,37,56,35.0,1,peakload,40.0,14.24,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,20.0,1,peakload,40.0,12.87,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,12.0,1,seasonal,40.0,11.86,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1,1
1,43,72,2.0,1,seasonal,40.0,15.04,0.0,none,0.0,3.0,0,different,same,8.0,1.0,1,1
1,37,56,18.0,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,30.0,1,peakload,35.0,13.02,0.0,none,0.0,1.0,0,different,same,9.0,1.0,1,1
1,37,56,5.0,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,15.0,1,peakload,40.0,12.87,0.0,none,0.0,2.0,0,different,different,9.0,1.0,0,1
1,39,71,35.0,1,seasonal,35.0,9.17,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,39,11,8.0,1,peakload,40.0,14.29,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
0,47,23,12.0,1,seasonal,35.0,13.49,0.0,none,0.0,0.0,0,no_rep,no_rep,10.0,1.0,1,1
1,37,56,41.0,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,47,23,4.0,1,seasonal,40.0,14.64,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,35,72,6.0,1,peakload,35.0,12.83,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1,1
1,37,56,20.0,1,peakload,35.0,12.82,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1,1
1,37,56,13.0,1,peakload,40.0,12.27,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,3.0,1,seasonal,40.0,13.77,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,30.0,1,peakload,40.0,12.66,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,6.0,1,seasonal,40.0,15.18,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,25.0,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,14.0,1,seasonal,40.0,13.83,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,9.0,1,peakload,40.0,16.36,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,18.0,1,peakload,40.0,12.67,0.0,none,0.0,3.0,0,different,different,8.75,1.0,1,1
1,37,56,12.0,1,seasonal,40.0,13.07,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
0,53,21,75.0,1,seasonal,40.0,12.79,0.0,none,0.0,0.0,0,no_rep,no_rep,9.0,1.0,0,1
1,51,33,32.0,1,peakload,40.0,12.61,0.0,none,0.0,0.0,0,different,different,12.0,1.0,1,1
1,51,23,200.0,1,one-time occurrence,40.0,27.82,0.0,high school/ged ,0.0,24.0,0,different,same,10.5,1.0,1,0
1,37,56,12.0,1,seasonal,40.0,15.08,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
0,37,56,65.0,1,seasonal,35.0,12.95,0.0,none,0.0,0.0,0,no_rep,no_rep,8.5,1.0,1,1
1,37,56,50.0,1,seasonal,40.0,16.07,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1,1
1,37,56,45.0,1,peakload,40.0,14.52,0.0,none,0.0,0.0,0,different,different,11.0,1.0,1,1
1,39,71,140.0,1,seasonal,40.0,8.66,0.0,none,0.0,0.0,0,different,different,10.0,0.0,0,1
1,37,56,30.0,1,peakload,40.0,12.87,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1,1
1,37,56,17.0,1,peakload,40.0,16.81,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,47,23,6.0,1,peakload,40.0,17.0,0.0,none,0.0,0.0,0,different,different,12.0,1.0,1,1
1,37,56,50.0,1,peakload,35.0,13.94,0.0,none,0.0,0.0,0,different,same,10.5,1.0,1,1
1,37,56,8.0,1,peakload,35.0,13.94,0.0,none,0.0,0.0,0,different,same,10.0,1.0,1,1
1,37,56,21.0,1,seasonal,40.0,12.81,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,37,56,60.0,1,seasonal,40.0,13.68,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,47,23,4.0,1,seasonal,40.0,29.63,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,47,23,30.0,1,seasonal,40.0,30.16,0.0,none,0.0,0.0,0,different,same,9.0,0.0,1,1
1,37,56,120.0,1,peakload,40.0,15.59,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,37,56,6.0,1,seasonal,35.0,16.81,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,37,56,9.0,1,peakload,35.0,11.38,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,70.0,1,peakload,40.0,13.13,0.0,none,0.0,0.0,0,different,different,9.5,1.0,1,1
1,37,56,35.0,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,same,same,9.0,1.0,1,1
1,37,56,20.0,1,peakload,40.0,14.52,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,37,56,25.0,1,seasonal,40.0,13.47,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,15.0,1,peakload,35.0,13.23,0.0,none,0.0,0.0,0,different,different,11.75,1.0,1,1
1,37,56,30.0,1,peakload,40.0,14.52,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,23,12.0,1,seasonal,40.0,15.41,0.0,high school/ged ,0.0,3.0,0,different,different,10.0,1.0,1,1
1,37,56,65.0,1,peakload,40.0,12.95,0.0,none,0.0,0.0,0,different,different,11.0,1.0,1,1
1,35,72,25.0,1,peakload,35.0,14.0,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,56,10.0,1,peakload,35.0,12.15,0.0,none,0.0,0.0,0,different,different,11.75,1.0,1,1
1,37,56,9.0,1,peakload,35.0,14.32,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1,1
1,37,72,26.0,1,peakload,35.0,12.0,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,47,23,30.0,1,seasonal,40.0,18.54,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,37,56,2.0,1,seasonal,40.0,14.73,0.0,none,0.0,3.0,0,different,different,8.5,1.0,0,0
1,37,55,35.0,1,peakload,40.0,13.96,0.0,none,0.0,2.0,0,different,different,8.5,1.0,1,1
1,37,23,6.0,1,seasonal,40.0,17.05,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,12.0,1,peakload,40.0,14.41,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,35,71,8.0,1,peakload,40.0,10.49,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1,1
1,47,23,12.0,1,seasonal,40.0,17.25,0.0,none,0.0,0.0,0,different,same,10.0,1.0,1,1
1,37,56,15.0,1,seasonal,35.0,14.62,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,37,56,10.0,1,peakload,35.0,12.99,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,5.0,1,seasonal,40.0,14.24,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,37,56,60.0,1,peakload,40.0,12.73,0.0,high school/ged ,0.0,3.0,0,different,different,12.0,1.0,1,1
0,33,56,12.0,1,seasonal,40.0,11.88,10.0,none,0.0,0.0,0,no_rep,no_rep,7.0,0.0,0,1
1,53,31,31.0,1,seasonal,40.0,13.14,0.0,none,0.0,1.0,0,different,same,9.0,1.0,1,1
0,35,72,20.0,1,seasonal,35.0,13.1,0.0,none,0.0,0.0,0,no_rep,no_rep,7.0,0.0,1,1
1,37,56,7.0,1,seasonal,40.0,14.03,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,0
1,37,56,2.0,1,peakload,35.0,13.42,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1,1
1,37,56,14.0,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,37,56,6.0,1,seasonal,40.0,13.52,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,37,54,21.0,1,peakload,35.0,12.1,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,37,56,10.0,1,seasonal,40.0,17.05,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1,1
1,37,72,80.0,1,peakload,35.0,10.47,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,0
1,37,56,4.0,1,seasonal,40.0,15.35,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,37,56,20.0,1,peakload,35.0,15.39,0.0,none,0.0,3.0,0,different,different,7.5,1.0,1,1
0,37,56,75.0,1,seasonal,40.0,14.08,0.0,high school/ged ,0.0,0.0,0,no_rep,no_rep,8.0,1.0,1,1
1,47,23,20.0,1,seasonal,40.0,14.09,0.0,none,0.0,0.0,0,different,different,12.0,1.0,1,1
1,51,32,10.0,1,peakload,40.0,14.68,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,39,71,70.0,1,seasonal,35.0,10.96,0.0,none,0.0,0.0,0,different,different,7.0,0.0,1,1
1,51,31,35.0,1,seasonal,35.0,9.6,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,51,32,10.0,1,peakload,40.0,14.11,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,37,72,80.0,1,peakload,35.0,10.0,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1,1
1,33,72,2.0,1,seasonal,35.0,12.0,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1,1
1,35,72,16.0,1,peakload,35.0,9.87,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1,1
1,37,56,13.0,1,peakload,40.0,15.73,0.0,none,0.0,1.0,0,different,different,8.5,1.0,1,1
1,37,71,8.0,1,seasonal,40.0,15.35,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1,1
1,37,56,45.0,1,seasonal,40.0,13.48,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1,1
1,37,56,6.0,1,peakload,35.0,14.24,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,72,16.0,1,peakload,35.0,14.7,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1,1
1,37,56,50.0,1,seasonal,40.0,13.72,0.0,none,0.0,0.0,0,different,same,11.0,1.0,1,1
1,37,56,11.0,1,seasonal,40.0,14.52,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1,1
0,37,71,75.0,1,seasonal,40.0,14.08,0.0,none,0.0,0.0,0,no_rep,no_rep,9.0,1.0,0,1
1,37,56,12.0,1,peakload,40.0,15.73,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,37,56,8.0,1,seasonal,35.0,12.95,0.0,none,0.0,0.0,0,different,different,11.0,1.0,1,1
1,37,56,4.0,1,seasonal,40.0,16.34,0.0,none,0.0,3.0,0,different,same,8.0,1.0,1,1
1,35,71,50.0,1,peakload,35.0,13.06,0.0,high school/ged ,0.0,0.0,0,different,different,10.0,0.0,0,1
1,37,56,16.0,1,seasonal,40.0,17.05,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,39,72,14.0,1,peakload,35.0,11.5,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,37,56,8.0,1,seasonal,40.0,16.35,0.0,none,0.0,1.0,0,different,same,8.0,1.0,1,1
1,37,56,24.0,1,seasonal,40.0,16.35,0.0,none,0.0,1.0,0,different,same,8.0,1.0,1,1
1,37,33,3.0,1,seasonal,40.0,16.35,0.0,none,0.0,1.0,0,different,same,8.0,1.0,1,1
1,37,56,65.0,1,peakload,35.0,13.94,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,37,56,8.0,1,peakload,40.0,14.52,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,10.0,1,seasonal,40.0,18.36,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1,1
1,37,56,27.0,1,seasonal,40.0,15.39,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,37,56,40.0,1,peakload,40.0,13.48,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,47,23,6.0,1,seasonal,40.0,13.61,0.0,none,0.0,2.0,0,different,same,10.0,1.0,1,1
1,37,56,5.0,1,seasonal,40.0,16.81,0.0,none,0.0,3.0,0,different,different,10.0,1.0,1,1
1,37,56,25.0,1,peakload,40.0,15.17,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,30.0,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,different,same,11.0,1.0,1,1
1,37,56,12.0,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,8.0,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,85.0,1,peakload,40.0,14.73,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,47,23,10.0,1,seasonal,40.0,16.5,0.0,none,0.0,0.0,0,different,different,11.0,1.0,1,1
1,37,56,6.0,1,seasonal,40.0,11.56,0.0,none,0.0,0.0,0,different,different,11.0,1.0,1,1
1,35,72,10.0,1,seasonal,35.0,11.35,0.0,none,0.0,3.0,0,different,different,7.0,1.0,1,1
1,37,72,30.0,1,peakload,35.0,11.39,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,45,11,24.0,1,peakload,40.0,12.0,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1,1
1,37,71,9.0,1,seasonal,40.0,16.35,0.0,none,0.0,6.0,0,different,same,8.0,1.0,1,1
1,37,72,15.0,1,seasonal,40.0,10.5,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,72,7.0,1,peakload,35.0,11.5,0.0,none,0.0,1.0,0,different,different,7.0,1.0,1,1
1,37,56,32.0,1,peakload,40.0,15.17,0.0,none,0.0,0.0,0,different,different,9.5,1.0,1,1
1,47,23,35.0,1,peakload,40.0,15.15,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,37,56,14.0,1,peakload,40.0,16.07,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,51,23,100.0,1,one-time occurrence,40.0,35.22,1.0,high school/ged ,0.0,60.0,0,different,different,8.0,1.0,1,0
1,37,56,20.0,1,seasonal,40.0,15.35,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,51,23,150.0,1,one-time occurrence,40.0,37.57,1.0,high school/ged ,0.0,60.0,0,different,different,8.0,1.0,1,0
1,37,56,30.0,1,peakload,35.0,14.64,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,37,56,12.0,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1,1
1,47,23,9.0,1,peakload,40.0,18.55,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,8.0,1,seasonal,40.0,14.41,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,56,3.0,1,peakload,40.0,14.52,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,47,23,15.0,1,peakload,40.0,15.07,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,37,56,5.0,1,seasonal,40.0,12.9,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1,1
1,53,48,26.0,1,peakload,40.0,16.96,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1,1
1,37,56,10.0,1,seasonal,40.0,13.47,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1,1
1,37,56,123.0,1,peakload,40.0,15.35,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1,1
1,37,56,8.0,1,peakload,40.0,12.92,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,39,61,12.0,1,seasonal,35.0,20.0,0.0,bachelor's,0.0,12.0,0,different,different,10.0,1.0,0,1
1,37,56,15.0,1,peakload,40.0,12.95,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1,1
1,37,71,28.0,1,peakload,40.0,14.32,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1,1
