CASE_STATUS,AGENT_POC_EMP_REP_BY_AGENT,SOC_CODE,NAICS_CODE,NBR_WORKERS_REQUESTED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,NUM_OF_MONTHS_TRAINING,EMP_EXP_NUM_MONTHS,SWA_NAME,CITY_MATCH,STATE_MATCH,WORK_DAY_LENGTH,DAYTIME_WORK,HAS_OVERTIME
1,1,35,71,8,1,seasonal,35.0,16.0,0.0,none,0.0,12.0,0,different,same,7.0,1.0,1
1,1,37,56,30,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,37,56,3,1,peakload,40.0,14.32,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,35,72,40,1,peakload,35.0,16.76,0.0,none,0.0,2.0,0,different,different,8.0,1.0,1
1,1,37,56,4,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,45,44,4,1,peakload,40.0,12.7,0.0,none,0.0,1.0,0,different,same,8.5,1.0,1
1,1,35,56,3,1,seasonal,40.0,13.21,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,72,15,1,seasonal,40.0,10.5,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,43,23,1,1,peakload,40.0,14.0,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,35,72,15,1,peakload,35.0,10.29,0.0,none,0.0,1.0,0,different,different,14.0,0.0,1
1,1,39,71,10,1,seasonal,40.0,12.9,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1
1,1,51,31,40,1,seasonal,40.0,11.31,0.0,none,0.0,3.0,0,different,different,8.0,0.0,1
1,0,37,56,10,1,seasonal,40.0,14.8,0.0,none,0.0,0.0,0,no_rep,no_rep,8.5,1.0,1
1,1,37,56,60,1,peakload,40.0,13.23,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1
1,1,37,53,78,1,peakload,35.0,15.0,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,51,81,45,1,peakload,35.0,9.37,0.0,none,0.0,0.0,0,different,same,8.0,1.0,0
1,1,37,56,50,1,peakload,40.0,13.91,0.0,none,0.0,0.0,0,same,same,9.0,1.0,1
1,1,45,11,2,1,seasonal,40.0,10.24,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,56,3,1,peakload,35.0,13.94,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,39,71,10,1,seasonal,35.0,11.72,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,12,1,seasonal,40.0,13.7,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,51,32,10,1,peakload,40.0,15.32,0.0,none,0.0,1.0,0,different,same,11.0,0.0,1
1,1,37,56,20,1,seasonal,40.0,15.96,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,13.83,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,3,1,seasonal,40.0,15.24,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,37,56,15,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,0,different,different,8.0,1.0,0
1,1,45,11,12,1,seasonal,40.0,10.61,0.0,none,0.0,1.0,0,different,same,8.0,0.0,1
1,1,51,42,3,1,seasonal,40.0,14.75,0.0,none,0.0,24.0,0,different,different,9.0,1.0,1
1,1,33,71,1,1,seasonal,42.0,17.0,10.0,high school/ged ,0.0,12.0,0,different,same,8.5,1.0,1
1,1,37,56,25,1,seasonal,35.0,14.64,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,41,44,8,1,seasonal,35.0,12.46,0.0,none,0.0,0.0,0,different,different,15.0,0.0,1
1,1,39,71,1,1,seasonal,40.0,15.87,0.0,none,0.0,3.0,0,different,same,10.5,1.0,1
1,1,37,56,15,1,peakload,40.0,13.44,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1
1,1,35,72,16,1,peakload,35.0,9.87,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1
1,1,37,56,15,1,seasonal,40.0,14.73,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,27,1,seasonal,40.0,15.39,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1
1,1,43,42,30,1,peakload,40.0,15.24,0.0,none,0.0,0.0,0,different,different,8.5,0.0,1
1,1,37,56,7,1,peakload,40.0,13.7,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,47,23,5,1,seasonal,40.0,18.49,0.0,none,0.0,12.0,0,different,different,8.0,1.0,1
1,1,37,56,12,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,47,23,70,1,peakload,40.0,22.9,0.0,none,0.0,24.0,0,different,different,10.0,1.0,1
1,1,37,56,6,1,seasonal,40.0,13.41,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,70,1,peakload,40.0,13.13,0.0,none,0.0,0.0,0,different,different,9.5,1.0,1
1,0,37,56,9,1,seasonal,40.0,16.0,5.0,none,0.0,12.0,0,no_rep,no_rep,10.0,1.0,1
1,1,37,56,50,1,peakload,40.0,15.39,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,39,71,60,1,seasonal,40.0,397.6,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,35,72,18,1,seasonal,35.0,15.17,0.0,none,0.0,0.0,0,different,same,7.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1
1,1,37,56,15,1,seasonal,40.0,13.05,0.0,none,0.0,3.0,0,same,same,10.0,1.0,1
1,1,35,71,8,1,seasonal,35.0,16.0,0.0,none,0.0,12.0,0,different,same,7.0,1.0,1
1,1,47,23,10,1,peakload,35.0,17.31,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1
1,1,37,56,9,1,seasonal,40.0,15.35,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,20,1,peakload,40.0,13.7,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,56,30,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,39,71,10,1,seasonal,40.0,11.53,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1
1,1,37,56,15,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,different,same,9.0,1.0,0
1,1,37,56,21,1,peakload,40.0,13.91,0.0,none,0.0,0.0,0,same,same,10.75,1.0,1
1,1,39,71,5,1,peakload,40.0,10.57,0.0,none,0.0,1.0,0,different,different,12.0,1.0,1
1,1,39,71,50,1,seasonal,40.0,12.63,0.0,none,0.0,1.0,0,different,different,12.0,1.0,1
1,1,37,56,10,1,peakload,35.0,12.99,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,47,23,60,1,peakload,40.0,15.92,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,56,6,1,peakload,35.0,11.93,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,11.75,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1
1,1,37,56,15,1,seasonal,40.0,12.16,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1
1,1,51,72,2,1,seasonal,35.0,11.86,0.0,none,0.0,3.0,0,different,different,7.0,1.0,1
1,1,47,23,27,1,peakload,40.0,15.84,0.0,none,0.0,0.0,0,same,same,9.0,1.0,0
1,1,51,31,13,1,seasonal,48.0,9.89,0.0,none,0.0,6.0,0,different,same,8.0,1.0,1
1,1,39,71,9,1,seasonal,40.0,12.9,0.0,none,0.0,3.0,0,different,different,12.0,1.0,1
1,1,37,72,10,1,peakload,35.0,10.5,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1
1,1,39,61,22,1,seasonal,35.0,14.2,0.0,associate's,0.0,0.0,0,different,different,7.0,0.0,0
1,1,37,56,13,1,peakload,40.0,10.82,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,12,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,39,71,40,1,seasonal,40.0,378.8,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,37,33,3,1,seasonal,35.0,14.0,0.0,none,0.0,0.0,0,different,different,7.0,1.0,1
1,1,37,56,6,1,seasonal,40.0,15.59,0.0,none,0.0,1.0,0,different,same,8.0,1.0,0
1,1,35,72,35,1,seasonal,35.0,13.06,0.0,none,0.0,3.0,0,different,different,13.0,0.0,1
1,1,37,56,25,1,peakload,35.0,14.52,0.0,none,0.0,3.0,0,different,different,7.5,1.0,1
1,1,35,72,30,1,peakload,40.0,12.89,0.0,none,0.0,3.0,0,different,different,16.0,0.0,1
1,1,37,56,8,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,39,72,2,1,peakload,35.0,11.5,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1
1,1,37,72,34,1,peakload,35.0,11.15,0.0,none,0.0,3.0,0,different,different,16.0,0.0,1
1,1,47,23,5,1,seasonal,40.0,19.36,0.0,none,0.0,12.0,0,different,different,8.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,16.81,0.0,none,0.0,2.0,0,different,same,10.0,1.0,1
1,1,45,11,50,1,peakload,40.0,11.96,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,200,1,peakload,40.0,11.93,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,35,71,2,1,seasonal,40.0,13.82,0.0,none,0.0,6.0,0,different,different,8.0,1.0,1
1,1,37,55,25,1,peakload,40.0,12.54,0.0,none,0.0,2.0,0,different,same,8.5,1.0,1
1,1,47,23,6,1,peakload,35.0,15.07,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,37,56,17,1,seasonal,40.0,13.31,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,22,11,1,seasonal,35.0,16.81,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,37,56,20,1,seasonal,40.0,15.35,0.0,none,0.0,0.0,0,different,different,12.0,1.0,1
1,1,37,53,10,1,seasonal,40.0,14.64,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,56,15,1,peakload,40.0,12.92,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,8,1,seasonal,40.0,16.07,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,47,23,14,1,peakload,40.0,13.48,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,6,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,9,1,seasonal,40.0,17.95,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1
1,1,41,44,3,1,seasonal,40.0,14.3,0.0,high school/ged ,0.0,6.0,0,different,different,17.0,0.0,1
1,1,35,72,15,1,seasonal,40.0,9.0,0.0,high school/ged ,0.0,0.0,0,different,different,23.916666666666668,0.0,0
1,1,37,72,100,1,peakload,35.0,10.47,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,56,9,1,seasonal,40.0,16.27,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,56,7,1,seasonal,40.0,14.75,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1
1,0,45,11,30,1,seasonal,35.0,14.25,0.0,none,0.0,3.0,0,no_rep,no_rep,8.5,1.0,1
1,1,37,56,8,1,seasonal,40.0,13.72,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,51,31,50,1,seasonal,40.0,8.33,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,37,56,20,1,peakload,40.0,15.08,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1
1,1,45,11,15,1,seasonal,40.0,15.82,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1
1,1,41,31,40,1,peakload,40.0,15.93,0.0,none,0.0,0.0,0,same,same,15.0,0.0,1
1,1,39,71,10,1,seasonal,40.0,342.0,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,37,56,32,1,peakload,40.0,15.17,0.0,none,0.0,0.0,0,different,different,9.5,1.0,1
1,1,37,56,6,1,peakload,40.0,14.03,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,40,1,seasonal,40.0,14.07,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,53,21,15,1,peakload,40.0,18.57,0.0,none,0.0,6.0,0,different,different,9.0,1.0,1
1,1,37,56,6,1,peakload,40.0,15.35,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,47,23,15,1,peakload,35.0,17.9,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,71,9,1,seasonal,40.0,15.73,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1
1,1,39,71,3,1,seasonal,40.0,14.29,0.0,none,0.0,1.0,0,different,different,12.0,1.0,1
1,1,37,56,17,1,seasonal,40.0,15.39,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,47,23,10,1,seasonal,40.0,16.5,0.0,none,0.0,0.0,0,different,different,11.0,1.0,1
1,1,37,56,24,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,56,50,1,peakload,40.0,12.24,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,8,1,peakload,40.0,16.93,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,35,71,5,1,seasonal,40.0,369.6,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,47,23,15,1,peakload,40.0,18.01,0.0,none,0.0,0.0,0,different,same,12.0,1.0,1
1,1,37,56,4,1,peakload,40.0,11.86,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1
1,1,47,23,7,1,seasonal,40.0,15.66,0.0,none,0.0,0.0,0,different,same,9.0,1.0,0
1,1,37,56,12,1,seasonal,40.0,14.41,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,35,72,20,1,peakload,35.0,10.14,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,71,10,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,0,different,different,8.0,1.0,0
1,1,39,71,2,1,peakload,40.0,9.6,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1
1,1,37,56,4,1,seasonal,35.0,14.18,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,39,71,10,1,seasonal,40.0,365.6,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,47,23,4,1,seasonal,40.0,29.63,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,37,56,4,1,seasonal,40.0,13.77,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,39,71,30,1,seasonal,40.0,341.6,0.0,none,0.0,0.0,0,different,same,9.0,0.0,0
1,1,35,72,15,1,peakload,35.0,12.35,0.0,none,0.0,1.0,0,different,different,14.0,0.0,1
1,1,37,56,18,1,peakload,35.0,24.83,0.0,none,0.0,3.0,0,different,different,10.0,1.0,1
1,1,35,71,21,1,peakload,35.0,11.05,0.0,none,0.0,6.0,0,different,different,7.0,1.0,1
1,1,37,56,7,1,seasonal,40.0,16.34,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,48,12,1,seasonal,35.0,10.75,0.0,none,0.0,0.0,0,different,different,9.0,1.0,0
1,1,49,23,6,1,peakload,40.0,27.11,0.0,none,0.0,24.0,0,different,different,8.0,1.0,1
1,1,37,56,6,1,peakload,40.0,14.63,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1
1,1,37,56,53,1,seasonal,40.0,13.83,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,56,6,1,seasonal,35.0,15.24,0.0,none,0.0,3.0,0,different,different,7.5,1.0,1
1,1,53,23,2,1,peakload,40.0,22.62,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,0,37,56,6,1,seasonal,40.0,16.0,5.0,none,0.0,12.0,0,no_rep,no_rep,10.0,1.0,1
1,1,47,23,40,1,peakload,40.0,14.14,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,35,72,18,1,seasonal,35.0,16.76,0.0,none,0.0,3.0,0,different,different,11.5,0.0,1
1,0,53,11,40,1,seasonal,40.0,9.7,0.0,none,0.0,6.0,1,no_rep,no_rep,7.0,1.0,0
1,1,53,53,5,1,seasonal,40.0,16.27,0.0,none,0.0,0.0,0,same,same,9.0,1.0,1
1,1,35,71,4,1,peakload,35.0,15.27,0.0,none,0.0,3.0,0,different,different,7.0,1.0,1
1,1,37,72,16,1,peakload,35.0,9.43,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1
1,1,37,56,8,1,seasonal,40.0,14.03,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,15,1,peakload,35.0,13.69,0.0,none,0.0,3.0,0,different,different,7.5,1.0,1
1,1,39,61,3,1,seasonal,35.0,11.19,0.0,associate's,0.0,0.0,0,different,different,7.0,0.0,0
1,1,37,33,3,1,seasonal,40.0,16.35,0.0,none,0.0,3.0,0,different,same,8.0,1.0,1
1,1,35,71,30,1,seasonal,35.0,8.76,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,35,72,5,1,seasonal,40.0,13.3,0.0,none,0.0,0.0,0,different,same,14.0,0.0,1
1,1,37,71,12,1,seasonal,35.0,14.07,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,71,11,1,seasonal,40.0,15.17,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1
1,1,35,72,10,1,seasonal,36.0,13.08,0.0,none,0.0,0.0,0,different,same,6.0,1.0,1
1,1,37,56,20,1,seasonal,40.0,16.36,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1
1,1,37,56,30,1,peakload,35.0,14.64,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,72,25,1,peakload,40.0,11.63,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1
1,0,45,11,45,1,seasonal,35.0,15.06,0.0,none,0.0,3.0,0,no_rep,no_rep,7.0,1.0,1
1,1,39,71,32,1,seasonal,40.0,8.88,0.0,none,0.0,0.0,0,different,same,9.0,0.0,0
1,1,39,71,11,1,peakload,40.0,15.15,0.0,none,0.0,3.0,0,different,same,10.5,1.0,1
1,1,37,56,10,1,peakload,40.0,15.17,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,39,71,25,1,seasonal,40.0,351.2,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,37,56,10,1,seasonal,40.0,18.36,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,37,56,20,1,seasonal,40.0,16.08,0.0,none,0.0,0.0,0,different,same,10.5,1.0,1
1,1,37,56,5,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,39,71,30,1,seasonal,40.0,14.29,0.0,none,0.0,3.0,0,different,same,10.5,1.0,1
1,1,39,71,10,1,seasonal,40.0,8.78,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,47,72,100,1,one-time occurrence,35.0,13.39,30.0,none,0.0,24.0,0,same,same,8.0,1.0,1
1,1,39,71,45,1,seasonal,40.0,436.0,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,37,56,30,1,peakload,40.0,15.96,0.0,none,0.0,1.0,0,different,different,11.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,11.75,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1
1,1,45,11,24,1,seasonal,40.0,10.61,0.0,none,0.0,1.0,0,different,same,8.0,0.0,1
1,1,37,56,14,1,seasonal,40.0,14.32,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,56,28,1,peakload,40.0,13.91,0.0,none,0.0,1.0,0,different,different,9.0,1.0,1
1,1,37,56,6,1,peakload,40.0,11.38,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,35,72,6,1,seasonal,35.0,11.35,0.0,none,0.0,0.0,0,different,same,7.5,1.0,1
1,1,37,56,11,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,3,1,seasonal,40.0,13.84,0.0,none,0.0,3.0,0,same,same,10.0,1.0,1
1,1,37,56,30,1,seasonal,40.0,17.89,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,53,32,4,1,peakload,40.0,13.43,0.0,none,0.0,1.0,0,different,same,9.0,1.0,1
1,1,37,56,55,1,seasonal,40.0,16.07,0.0,none,0.0,0.0,0,different,same,11.0,1.0,1
1,1,37,56,4,1,peakload,35.0,13.31,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,56,12,1,seasonal,40.0,11.48,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,14.28,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,31,54,1,1,seasonal,40.0,11.4,0.0,none,0.0,0.0,0,different,same,8.916666666666666,1.0,1
1,1,37,56,17,1,peakload,40.0,14.8,0.0,high school/ged ,0.0,0.0,0,different,different,9.0,1.0,0
1,1,37,56,107,1,peakload,35.0,11.83,0.0,none,0.0,0.0,0,different,different,8.75,1.0,1
1,1,37,56,6,1,peakload,40.0,14.73,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,47,23,45,1,peakload,35.0,17.31,0.0,none,0.0,3.0,0,different,same,7.5,1.0,1
1,1,47,21,25,1,peakload,40.0,13.55,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,35,71,4,1,peakload,35.0,12.55,0.0,none,0.0,3.0,0,different,same,12.0,1.0,1
1,1,37,56,25,1,peakload,40.0,12.87,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,35,71,5,1,seasonal,35.0,10.26,0.0,none,0.0,6.0,0,different,different,13.0,0.0,1
1,1,37,56,6,1,seasonal,40.0,12.81,0.0,none,0.0,1.0,0,different,different,9.0,1.0,1
1,1,35,72,4,1,seasonal,35.0,15.0,0.0,none,0.0,1.0,0,different,different,8.0,0.0,1
1,1,39,71,40,1,seasonal,40.0,346.4,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,37,56,23,1,seasonal,40.0,15.39,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,72,4,1,seasonal,35.0,18.2,0.0,none,0.0,3.0,0,different,different,7.0,1.0,1
1,1,37,56,16,1,seasonal,40.0,15.35,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,25,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1
1,1,51,31,75,1,seasonal,35.0,9.03,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,0,37,56,3,1,seasonal,40.0,15.73,0.0,none,0.0,3.0,0,no_rep,no_rep,8.0,1.0,1
1,1,37,56,15,1,peakload,40.0,15.39,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,8,1,peakload,40.0,12.43,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,37,56,2,1,peakload,40.0,12.95,0.0,high school/ged ,0.0,0.0,0,different,same,9.0,1.0,0
1,0,45,11,20,1,seasonal,40.0,13.34,0.0,none,0.0,3.0,1,no_rep,no_rep,8.5,1.0,0
1,1,37,56,5,1,seasonal,40.0,15.82,0.0,none,0.0,2.0,0,different,same,8.0,1.0,0
1,1,37,56,105,1,seasonal,40.0,16.07,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,37,72,22,1,seasonal,35.0,12.11,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,47,23,10,1,seasonal,40.0,14.09,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1
1,1,37,56,40,1,seasonal,40.0,16.06,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,47,23,12,1,seasonal,40.0,13.37,0.0,none,0.0,2.0,0,different,same,10.0,1.0,1
1,1,37,56,18,1,peakload,40.0,15.39,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,8,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,56,7,1,seasonal,40.0,14.73,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,35,72,7,1,peakload,35.0,9.17,0.0,none,0.0,0.0,0,different,different,9.0,0.0,1
1,1,37,56,10,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,33,5,1,seasonal,40.0,16.35,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,56,20,1,seasonal,40.0,16.36,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1
1,1,37,56,16,1,seasonal,40.0,13.77,0.0,none,0.0,1.0,0,different,different,9.0,1.0,1
1,1,39,71,4,1,peakload,40.0,12.25,12.0,none,0.0,6.0,0,different,different,8.0,1.0,1
1,0,51,11,77,1,seasonal,40.0,9.65,0.0,none,0.0,0.0,0,no_rep,no_rep,9.0,1.0,1
1,1,45,11,100,1,peakload,40.0,12.0,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,23,18,1,peakload,40.0,17.46,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,40,1,seasonal,40.0,13.52,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,35,72,6,1,seasonal,40.0,13.0,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1
1,1,37,56,9,1,peakload,40.0,12.56,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1
1,1,37,56,75,1,seasonal,40.0,13.72,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,0,33,71,200,1,seasonal,40.0,10.52,0.0,high school/ged ,0.0,0.0,0,no_rep,no_rep,8.0,0.0,0
1,1,37,56,6,1,peakload,40.0,13.83,6.0,none,0.0,24.0,0,different,same,8.0,1.0,1
1,1,37,56,24,1,seasonal,40.0,13.91,0.0,none,0.0,1.0,0,different,different,9.0,1.0,1
1,1,37,56,35,1,peakload,40.0,13.94,0.0,none,0.0,0.0,0,same,same,9.0,1.0,1
1,1,39,71,55,1,seasonal,40.0,13.05,0.0,none,0.0,1.0,0,different,same,12.5,0.0,1
1,1,35,71,8,1,peakload,40.0,10.98,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1
1,1,49,42,4,1,peakload,40.0,13.34,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,72,5,1,seasonal,40.0,11.15,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,47,23,9,1,peakload,40.0,14.96,0.0,none,0.0,0.0,0,different,different,8.0,1.0,0
1,1,47,23,6,1,peakload,40.0,14.98,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,47,23,15,1,peakload,35.0,15.25,0.0,none,0.0,3.0,0,different,different,7.5,1.0,1
1,1,37,72,8,1,peakload,35.0,10.53,0.0,none,0.0,0.0,0,different,same,7.0,1.0,1
1,1,37,56,10,1,peakload,40.0,14.73,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,7,1,peakload,40.0,12.0,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1
