CASE_STATUS,AGENT_POC_EMP_REP_BY_AGENT,SOC_CODE,NAICS_CODE,NBR_WORKERS_REQUESTED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,NUM_OF_MONTHS_TRAINING,EMP_EXP_NUM_MONTHS,SWA_NAME,CITY_MATCH,STATE_MATCH,WORK_DAY_LENGTH,DAYTIME_WORK,HAS_OVERTIME
1,1,39,71,98,1,seasonal,40.0,9.2,0.0,none,0.0,0.0,0,different,different,10.0,0.0,0
1,1,37,71,8,1,seasonal,40.0,15.17,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,47,23,10,1,peakload,40.0,14.94,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,35,72,4,1,seasonal,35.0,13.02,0.0,none,0.0,0.0,0,different,same,7.0,1.0,0
1,0,37,71,18,1,seasonal,40.0,17.9,0.0,none,0.0,0.0,0,no_rep,no_rep,9.0,1.0,0
1,1,37,56,15,1,peakload,35.0,12.43,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,35,72,8,1,peakload,35.0,12.35,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,35,72,4,1,seasonal,40.0,15.17,0.0,none,0.0,6.0,0,different,same,8.0,1.0,1
1,0,37,56,2,1,seasonal,40.0,15.73,0.0,none,0.0,3.0,0,no_rep,no_rep,8.0,1.0,1
1,1,35,72,8,1,peakload,35.0,12.0,0.0,none,0.0,1.0,0,different,different,7.0,1.0,1
1,1,37,56,18,1,seasonal,40.0,12.92,0.0,none,0.0,0.0,0,different,same,11.5,1.0,1
1,1,47,23,45,1,peakload,40.0,17.11,0.0,none,0.0,6.0,0,different,same,10.0,0.0,1
1,1,47,23,7,1,seasonal,40.0,18.54,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,47,54,9,1,peakload,35.0,15.82,0.0,none,0.0,0.0,0,different,different,8.0,1.0,0
1,1,37,56,50,1,peakload,35.0,13.91,0.0,none,0.0,3.0,0,different,different,9.5,1.0,1
1,1,37,56,3,1,seasonal,40.0,13.77,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,71,35,1,seasonal,40.0,14.03,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,72,2,1,peakload,35.0,20.17,25.0,none,0.0,12.0,0,different,different,7.0,1.0,1
1,1,37,72,8,1,peakload,35.0,12.54,0.0,none,0.0,0.0,0,different,same,9.0,1.0,0
1,1,37,56,10,1,peakload,40.0,13.44,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,0,37,56,40,1,seasonal,40.0,13.68,0.0,none,0.0,0.0,0,no_rep,no_rep,8.5,1.0,1
1,1,37,56,10,1,seasonal,40.0,16.07,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,47,23,7,1,seasonal,40.0,18.54,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,37,56,14,1,seasonal,40.0,13.77,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,39,71,4,1,peakload,40.0,15.87,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,45,11,50,1,seasonal,40.0,11.74,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,25,1,peakload,35.0,11.83,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,45,11,30,1,seasonal,40.0,9.83,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,7,1,seasonal,40.0,13.41,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,37,56,4,1,seasonal,40.0,16.07,0.0,none,0.0,0.0,0,different,same,9.5,1.0,1
1,1,37,56,4,1,seasonal,40.0,13.77,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,72,24,1,peakload,35.0,10.75,0.0,none,0.0,3.0,0,different,different,10.0,1.0,0
1,1,37,56,20,1,peakload,40.0,11.86,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,56,12,1,peakload,40.0,13.91,0.0,none,0.0,3.0,0,same,same,9.0,1.0,1
1,1,35,72,5,1,seasonal,35.0,11.81,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1
1,1,39,61,16,1,seasonal,35.0,14.06,0.0,high school/ged ,0.0,24.0,0,different,different,8.0,0.0,0
1,1,37,71,8,1,seasonal,40.0,15.35,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1
1,1,37,54,6,1,seasonal,40.0,16.81,0.0,none,0.0,1.0,0,different,different,9.0,1.0,1
1,1,37,56,2,1,seasonal,40.0,15.59,0.0,none,0.0,1.0,0,different,same,8.0,1.0,0
1,1,35,72,7,1,peakload,35.0,8.82,0.0,none,0.0,0.0,0,different,different,9.0,0.0,1
1,1,47,23,20,1,seasonal,40.0,14.35,0.0,none,0.0,0.0,0,different,different,8.0,1.0,0
1,1,37,56,5,1,seasonal,40.0,15.08,0.0,none,0.0,3.0,0,different,different,11.0,1.0,1
1,1,37,33,5,1,seasonal,40.0,14.75,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,14.11,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,12,1,seasonal,40.0,13.7,0.0,none,0.0,1.0,0,different,different,8.5,1.0,1
1,1,47,23,10,1,peakload,35.0,16.11,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,47,23,27,1,peakload,40.0,16.44,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,10,1,peakload,40.0,15.82,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,72,8,1,seasonal,35.0,14.58,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1
1,1,37,56,25,1,seasonal,40.0,15.08,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1
1,0,45,11,35,1,peakload,40.0,12.0,0.0,none,0.0,3.0,1,no_rep,no_rep,8.5,1.0,0
1,1,37,56,10,1,seasonal,40.0,12.64,0.0,none,0.0,0.0,0,different,different,8.0,1.0,0
1,1,37,56,10,1,seasonal,40.0,17.05,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,35,72,4,1,seasonal,40.0,13.75,0.0,none,0.0,1.0,0,different,same,8.0,1.0,0
1,1,37,56,9,1,seasonal,40.0,16.27,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,39,71,3,1,seasonal,40.0,14.29,0.0,none,0.0,1.0,0,different,different,12.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,0,45,11,2,1,seasonal,40.0,10.24,0.0,none,0.0,0.0,0,no_rep,no_rep,10.0,1.0,1
1,1,37,56,7,1,peakload,35.0,15.91,0.0,none,0.0,1.0,0,different,different,14.5,0.0,1
1,1,37,56,25,1,seasonal,40.0,12.9,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1
1,1,45,11,8,1,seasonal,40.0,10.61,0.0,none,0.0,1.0,0,different,same,8.0,0.0,1
1,1,37,56,6,1,peakload,40.0,14.73,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,0,35,56,20,1,seasonal,35.0,10.0,0.0,none,0.0,3.0,0,no_rep,no_rep,9.0,1.0,1
1,1,35,71,8,1,peakload,35.0,15.27,0.0,none,0.0,3.0,0,different,same,13.0,0.0,1
1,1,37,56,6,1,peakload,40.0,13.02,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,15.73,0.0,none,0.0,3.0,0,different,same,8.25,1.0,1
1,1,37,56,45,1,peakload,40.0,15.39,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,47,23,12,1,peakload,40.0,18.17,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,37,72,12,1,seasonal,40.0,10.5,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,7,1,seasonal,40.0,14.64,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,15,1,seasonal,40.0,11.97,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,39,71,7,1,seasonal,40.0,13.68,0.0,none,0.0,1.0,0,different,different,12.0,1.0,1
1,1,45,44,3,0,seasonal,40.0,10.5,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,72,3,1,seasonal,40.0,15.24,0.0,none,0.0,3.0,0,different,same,8.0,1.0,1
1,1,47,23,15,1,peakload,40.0,13.19,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,35,72,65,1,seasonal,35.0,11.16,0.0,none,0.0,3.0,0,different,different,7.0,1.0,0
1,1,47,23,45,1,seasonal,40.0,12.79,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,35,71,4,1,peakload,40.0,11.0,0.0,none,0.0,3.0,0,different,different,16.0,0.0,1
1,1,53,48,10,1,peakload,40.0,20.06,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,56,5,1,peakload,40.0,13.7,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,56,30,1,seasonal,40.0,13.32,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,15,1,seasonal,35.0,13.12,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,56,8,1,seasonal,40.0,15.35,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,39,11,4,1,peakload,35.0,12.56,0.0,none,0.0,0.0,0,same,same,8.0,1.0,1
1,1,37,33,3,1,peakload,40.0,12.2,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,56,12,1,seasonal,40.0,12.83,0.0,none,0.0,2.0,0,different,different,10.0,1.0,1
1,1,39,71,11,1,seasonal,40.0,12.63,0.0,none,0.0,1.0,0,different,different,12.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,16.81,0.0,none,0.0,2.0,0,different,same,10.0,1.0,1
1,1,45,11,40,1,seasonal,40.0,20.25,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,6,1,seasonal,35.0,16.07,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,44,6,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,35,71,4,1,peakload,35.0,12.55,0.0,none,0.0,3.0,0,different,same,12.0,1.0,1
1,1,53,49,12,1,peakload,40.0,15.03,0.0,none,0.0,0.0,0,different,different,10.25,1.0,1
1,1,37,56,30,1,peakload,40.0,15.17,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,40,1,peakload,40.0,12.87,0.0,none,0.0,0.0,0,different,different,11.5,1.0,1
1,1,53,53,6,1,peakload,40.0,16.99,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,47,42,6,1,peakload,40.0,13.85,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,35,72,15,1,peakload,35.0,13.67,0.0,none,0.0,1.0,0,different,different,7.0,1.0,1
1,1,47,23,12,1,peakload,40.0,20.04,0.0,none,0.0,12.0,0,different,different,8.5,1.0,1
1,1,37,72,7,1,seasonal,35.0,15.24,0.0,none,0.0,3.0,0,different,different,10.0,1.0,1
1,1,37,56,16,1,peakload,40.0,15.39,0.0,none,0.0,3.0,0,different,same,8.5,1.0,1
1,1,51,31,20,1,seasonal,40.0,11.45,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,56,18,1,seasonal,40.0,13.67,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,47,23,16,1,peakload,40.0,16.54,0.0,none,0.0,1.0,0,different,different,8.5,1.0,1
1,1,37,56,6,1,seasonal,40.0,17.9,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,80,1,peakload,40.0,13.44,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,35,72,4,1,peakload,40.0,11.85,0.0,none,0.0,0.0,0,different,different,8.0,0.0,1
1,1,47,23,10,1,peakload,40.0,12.88,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,60,1,peakload,40.0,13.42,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,45,11,24,1,peakload,40.0,12.0,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,37,56,22,1,peakload,40.0,13.91,0.0,none,0.0,1.0,0,different,same,9.0,1.0,1
1,1,47,23,8,1,seasonal,40.0,24.89,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,30,1,peakload,35.0,9.97,0.0,none,0.0,3.0,0,different,different,7.0,1.0,1
1,1,45,44,12,1,seasonal,40.0,12.74,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,0,35,72,5,1,peakload,35.0,11.0,0.0,none,0.0,3.0,0,no_rep,no_rep,16.0,0.0,1
1,1,37,72,24,1,seasonal,35.0,10.75,0.0,none,0.0,0.0,0,different,same,7.5,1.0,1
1,1,53,53,20,1,peakload,35.0,17.34,0.0,none,0.0,0.0,0,different,different,14.0,0.0,1
1,1,45,11,40,1,seasonal,40.0,20.25,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,45,11,21,1,peakload,40.0,12.0,0.0,none,0.0,3.0,0,different,different,9.5,1.0,1
1,1,37,56,6,1,peakload,40.0,13.7,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,56,7,1,peakload,35.0,13.94,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,35,72,18,1,seasonal,35.0,14.91,0.0,none,0.0,6.0,0,different,different,7.0,1.0,0
1,1,39,71,20,1,seasonal,40.0,9.45,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,39,71,15,1,peakload,40.0,13.05,0.0,none,0.0,1.0,0,different,same,6.0,1.0,1
1,1,37,56,13,1,peakload,40.0,13.44,0.0,none,0.0,1.0,0,different,same,9.0,1.0,1
1,1,37,56,4,1,seasonal,40.0,16.35,0.0,none,0.0,1.0,0,different,same,8.0,1.0,1
1,1,37,56,15,1,peakload,40.0,12.87,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,61,1,seasonal,40.0,14.73,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,37,56,4,1,peakload,40.0,13.42,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1
1,1,37,56,30,1,seasonal,40.0,15.73,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,51,32,9,1,seasonal,40.0,12.3,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1
1,1,47,23,18,1,seasonal,40.0,15.86,0.0,none,0.0,3.0,0,different,different,11.0,1.0,1
1,1,45,11,69,1,peakload,40.0,12.0,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,14.64,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,53,21,15,1,seasonal,40.0,12.79,0.0,none,0.0,0.0,0,different,different,8.5,1.0,0
1,1,37,56,20,1,peakload,40.0,12.34,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,47,23,10,1,seasonal,40.0,18.4,0.0,none,0.0,3.0,0,different,different,11.0,1.0,1
1,1,37,56,6,1,seasonal,40.0,15.59,0.0,none,0.0,1.0,0,different,same,8.0,1.0,0
1,1,35,71,18,1,seasonal,40.0,14.19,0.0,none,0.0,0.0,0,different,different,8.0,0.0,1
1,1,25,71,30,1,seasonal,35.0,26.25,0.0,none,0.0,0.0,0,different,different,7.0,1.0,1
1,1,37,56,6,1,seasonal,40.0,13.83,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,56,50,1,peakload,40.0,10.75,0.0,none,0.0,1.0,0,different,same,9.0,1.0,1
1,1,37,56,8,1,seasonal,40.0,14.11,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1
1,1,37,56,3,1,peakload,10.0,13.94,0.0,none,0.0,0.0,0,different,same,12.0,1.0,1
1,1,37,56,10,1,peakload,40.0,13.42,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,25,71,30,1,seasonal,35.0,26.25,0.0,none,0.0,0.0,0,different,different,7.0,1.0,1
1,1,37,56,6,1,peakload,40.0,13.7,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,45,44,8,1,seasonal,40.0,16.25,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,81,9,1,peakload,35.0,15.0,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1
1,1,37,56,12,1,peakload,40.0,11.86,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,56,10,1,seasonal,40.0,14.73,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,16,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,0,37,56,20,1,seasonal,40.0,18.36,0.0,none,0.0,0.0,0,no_rep,no_rep,8.0,1.0,0
1,1,37,56,4,1,seasonal,40.0,17.14,0.0,none,0.0,0.0,0,different,same,8.0,1.0,0
1,1,37,56,8,1,seasonal,40.0,13.91,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,10,1,seasonal,35.0,16.36,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,51,31,12,1,peakload,40.0,13.21,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1
1,1,39,71,32,1,seasonal,35.0,8.75,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,35,71,8,1,seasonal,40.0,9.64,0.0,none,0.0,3.0,0,different,different,15.0,0.0,1
1,1,35,72,25,1,peakload,35.0,10.24,0.0,none,0.0,1.0,0,different,different,14.0,0.0,1
1,1,37,56,6,1,seasonal,40.0,15.3,0.0,none,0.0,3.0,0,different,different,9.5,1.0,1
1,1,37,56,18,1,seasonal,40.0,14.52,0.0,none,0.0,1.0,0,different,different,10.0,1.0,1
1,1,37,56,12,1,peakload,40.0,13.44,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,45,11,165,1,seasonal,40.0,10.25,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,0,37,56,50,1,seasonal,40.0,11.0,0.0,none,0.0,0.0,0,no_rep,no_rep,9.0,1.0,1
1,1,39,11,8,1,peakload,40.0,14.29,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,53,53,5,1,seasonal,40.0,16.27,0.0,none,0.0,0.0,0,same,same,9.0,1.0,1
1,1,37,56,22,1,peakload,35.0,13.94,0.0,none,0.0,0.0,0,same,same,8.0,1.0,1
1,1,37,56,22,1,peakload,40.0,13.02,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,45,11,70,1,peakload,40.0,11.96,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,12,1,peakload,35.0,13.3,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,56,14,1,peakload,40.0,12.27,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,40,1,peakload,40.0,13.91,0.0,none,0.0,3.0,0,same,same,9.0,1.0,1
1,1,37,56,5,1,peakload,40.0,11.76,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,35,72,4,1,peakload,35.0,11.75,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1
1,1,39,71,7,1,seasonal,40.0,10.21,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,37,72,35,1,peakload,40.0,12.48,0.0,none,0.0,0.0,0,different,different,13.0,0.0,1
1,1,47,23,4,1,peakload,35.0,13.23,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1
1,1,37,56,16,1,seasonal,40.0,14.0,0.0,none,0.0,0.0,0,different,same,10.0,1.0,1
1,1,37,56,3,1,seasonal,40.0,13.41,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,35,71,3,1,seasonal,35.0,15.01,0.0,none,0.0,3.0,0,different,same,7.0,1.0,1
1,1,37,72,6,1,peakload,35.0,14.73,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,35,71,8,1,seasonal,35.0,12.25,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,37,56,16,1,peakload,40.0,13.23,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,8,1,seasonal,40.0,10.67,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,0,37,56,30,1,peakload,40.0,14.64,0.0,none,0.0,3.0,0,no_rep,no_rep,8.5,1.0,1
1,1,37,56,20,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,56,12,1,peakload,35.0,14.32,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1
1,1,51,31,120,1,seasonal,35.0,8.33,0.0,none,0.0,1.0,0,different,same,8.0,1.0,1
1,1,37,56,7,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,35,71,2,1,seasonal,40.0,9.51,0.0,none,0.0,3.0,0,different,different,8.0,0.0,1
1,1,37,56,10,1,seasonal,40.0,15.24,0.0,none,0.0,3.0,0,different,same,10.0,1.0,1
1,1,47,23,15,1,peakload,40.0,20.95,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,37,56,1,1,seasonal,40.0,13.65,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,39,72,11,1,peakload,35.0,10.87,0.0,none,0.0,0.0,0,different,same,8.0,1.0,0
1,1,37,72,7,1,peakload,40.0,13.3,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,49,33,5,1,peakload,40.0,23.65,0.0,none,0.0,12.0,0,different,same,9.0,1.0,1
1,1,51,31,9,1,seasonal,35.0,9.6,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,56,30,1,peakload,40.0,14.52,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,35,72,25,1,peakload,40.0,12.75,0.0,none,0.0,12.0,0,different,different,8.0,1.0,1
1,1,35,72,8,1,seasonal,40.0,8.8,0.0,none,0.0,0.0,0,different,different,8.0,0.0,1
1,1,53,32,4,1,peakload,40.0,13.43,0.0,none,0.0,1.0,0,different,same,9.0,1.0,1
1,1,37,56,30,1,seasonal,40.0,13.31,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1
1,1,37,56,15,1,peakload,35.0,13.94,0.0,none,0.0,3.0,0,different,same,11.0,1.0,1
1,1,37,23,30,1,peakload,40.0,16.05,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,56,10,1,peakload,35.0,12.2,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,35,72,8,1,seasonal,35.0,13.79,0.0,none,0.0,3.0,0,different,different,7.0,1.0,1
1,1,35,71,3,1,seasonal,40.0,11.43,0.0,none,0.0,0.0,0,different,different,9.0,1.0,0
1,1,47,23,15,1,seasonal,40.0,15.9,0.0,none,0.0,3.0,0,different,different,9.0,1.0,1
1,1,37,56,24,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,0,same,same,10.0,1.0,1
1,1,53,23,2,1,seasonal,40.0,31.31,0.0,none,0.0,60.0,0,different,same,9.0,1.0,1
1,1,47,23,20,1,peakload,40.0,15.39,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,35,56,3,1,peakload,40.0,11.15,0.0,none,0.0,0.0,0,different,same,8.0,0.0,0
1,1,37,56,25,1,seasonal,35.0,12.73,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,47,23,20,1,seasonal,40.0,15.86,0.0,none,0.0,3.0,0,different,different,11.0,1.0,1
1,1,35,71,16,1,seasonal,35.0,16.0,0.0,none,0.0,3.0,0,different,same,7.0,1.0,1
1,1,37,56,20,1,peakload,35.0,15.73,0.0,none,0.0,0.0,0,different,different,8.0,1.0,1
1,1,37,56,110,1,peakload,40.0,12.87,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,25,1,seasonal,35.0,14.64,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,8,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,56,5,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,0,different,different,10.5,1.0,1
1,1,43,72,4,1,seasonal,40.0,10.5,0.0,none,0.0,3.0,0,different,different,8.0,1.0,1
1,1,47,23,2,1,seasonal,40.0,22.99,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,0,45,11,8,1,seasonal,40.0,10.61,0.0,none,0.0,1.0,0,no_rep,no_rep,12.0,0.0,1
1,1,37,71,4,1,seasonal,40.0,15.39,0.0,none,0.0,1.0,0,different,different,8.0,1.0,1
1,1,43,72,10,1,seasonal,35.0,10.75,0.0,none,0.0,0.0,0,different,same,6.5,1.0,1
1,1,37,56,18,1,seasonal,35.0,14.73,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,39,72,3,1,seasonal,40.0,413.6,0.0,none,0.0,0.0,0,different,different,9.0,0.0,0
1,1,35,72,9,1,peakload,35.0,15.17,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,37,54,15,1,peakload,40.0,13.52,0.0,none,0.0,2.0,0,different,different,8.5,1.0,0
1,1,37,56,5,1,seasonal,40.0,15.39,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,47,23,35,1,peakload,40.0,16.81,0.0,none,0.0,3.0,0,different,same,10.0,1.0,1
1,1,35,72,8,1,peakload,40.0,10.54,0.0,none,0.0,0.0,0,different,same,8.0,1.0,0
1,1,37,54,7,1,seasonal,40.0,15.24,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,47,23,6,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,0,different,different,10.0,1.0,1
1,1,37,56,23,1,seasonal,40.0,16.07,0.0,none,0.0,0.0,0,different,same,9.0,1.0,1
1,1,35,72,3,1,seasonal,35.0,14.49,0.0,none,0.0,0.0,0,different,different,8.0,0.0,1
1,1,37,56,1,1,seasonal,40.0,13.65,0.0,none,0.0,0.0,0,different,same,8.0,1.0,1
1,1,39,71,6,1,seasonal,40.0,11.2,0.0,none,0.0,1.0,0,different,different,12.0,1.0,1
1,1,37,72,10,1,seasonal,36.0,11.39,0.0,none,0.0,0.0,0,different,same,23.916666666666668,0.0,1
1,1,37,56,60,1,seasonal,40.0,13.72,0.0,none,0.0,0.0,0,different,different,8.5,1.0,1
1,1,37,72,4,1,seasonal,35.0,11.15,0.0,none,0.0,1.0,0,different,different,7.0,1.0,1
1,1,37,71,10,1,seasonal,40.0,11.32,0.0,none,0.0,0.0,0,different,different,8.0,1.0,0
1,1,37,56,8,1,seasonal,40.0,15.59,0.0,none,0.0,0.0,0,different,different,9.0,1.0,1
1,1,37,56,12,1,seasonal,40.0,15.39,0.0,none,0.0,3.0,0,different,different,8.5,1.0,1
1,1,37,56,14,1,peakload,40.0,13.02,0.0,none,0.0,3.0,0,different,same,9.0,1.0,1
1,1,37,56,25,1,seasonal,40.0,14.71,0.0,none,0.0,0.0,0,different,same,8.5,1.0,1
1,1,37,56,10,1,seasonal,40.0,14.24,0.0,none,0.0,0.0,0,different,different,9.5,1.0,1
1,0,33,56,12,1,seasonal,40.0,11.88,10.0,none,0.0,0.0,0,no_rep,no_rep,7.0,0.0,0
1,1,37,56,3,1,peakload,40.0,13.42,0.0,none,0.0,2.0,0,different,same,9.0,1.0,1
